dr12objid,RA,DEC,redShift,nuv_mag,j,jIvar,h,hIvar,k,kIvar,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,nearest_galexid,petromag_r,petror90_r
1237655470207860804,224.692,2.969033,0.0054969,18.04064655303955,15.901,41.62331,15.269,39.5554,13.932,0.0,16.80917,15.77814,15.36254,15.16702,14.99896,2935540053015796349,15.30815,10.86786
1237651249881153539,150.9662,59.43621,0.009996938,16.236669540405302,13.431,452.6936,12.63,400.0,12.407,355.9986,15.3048,14.34393,13.77764,13.58255,13.38935,2486200437069326573,13.87958,11.18245
1237651251509788677,232.7703,55.73802,0.01116161,18.1137428283691,14.98,0.0,14.993,71.81844,14.062,0.0,16.94409,15.8028,15.30537,15.0302,14.81183,6374997171643615953,15.26519,15.00019
1237648720159965190,186.7276,-0.8775588,0.007084649,17.757779121398897,13.177,138.4083,12.448,88.99964,11.863,342.9355,15.08337,13.43261,12.63721,12.23734,11.96783,2413861368054684672,12.838,31.73313
1237652899151478791,32.41051,-10.14627,0.01283949,15.6293697357178,12.784,84.16801,11.797,76.94675,11.158,210.0399,14.35673,13.48134,12.89025,12.62121,12.29433,3210013339880004302,12.90197,13.98066
1237648704046563336,197.8598,-0.2497308,0.01277295,16.7392740249634,14.433,81.16225,13.794,37.63785,13.378,76.94675,15.45389,13.86871,13.12595,12.7627,12.46776,3826197248271718643,13.32401,35.95747
1237648720698867721,191.3833,-0.5357147,0.005418549,14.9760160446167,15.855,19.40655,13.793,0.0,13.701,0.0,14.73675,13.62925,13.10577,12.85584,12.6727,2502350063858095653,13.0416,29.44683
1237651736296816650,186.7435,2.494403,0.005644963,14.4312403202057,14.762,25.25189,14.34,12.66448,13.869,21.83597,13.7239,12.61101,12.01148,11.86676,11.84072,3820391826877054977,12.14151,31.10488
1237651067889909771,183.9994,66.23083,0.004386103,17.46621894836427,12.222,318.8775,11.66,173.1302,11.334,434.0278,14.48373,12.6598,11.93653,11.53577,11.30938,2425718501446522144,11.9196,45.75079
1237651250952667148,141.9739,57.37547,0.01069858,16.26680374145505,14.051,192.9013,12.813,0.0,12.557,0.0,15.32189,13.86909,13.14891,12.7555,12.46075,2421531561167953472,12.95998,45.56307
1237651066279821325,186.8348,64.80151,0.008881462,16.8264827728271,12.912,287.2738,12.228,164.3655,11.884,277.7778,14.73142,13.19833,12.44326,12.06099,11.75256,6374328713671085666,12.66306,38.55878
1237654400766640142,184.417,65.97875,0.007614592,19.1296844482422,15.533,110.8033,14.356,0.0,14.229,0.0,17.19036,16.13083,15.61605,15.38406,15.20577,6374328692196246286,15.84329,10.19923
1237654606947155983,184.8427,6.098671,0.005926562,17.26208000183104,12.842,75.61436,12.062,43.85773,11.769,110.8033,14.47196,12.58818,11.82413,11.36959,11.05363,3124902343595794327,11.65695,47.97791
1237650369407483920,178.3088,-3.408914,0.004143043,17.6681594848633,16.46,29.86055,14.96,0.0,14.719,0.0,17.03518,16.26901,15.99716,15.93501,15.8318,3228977716435888018,15.93089,8.645315
1237651252043513873,222.442,60.39853,0.00772539,16.8883800506592,15.602,44.44444,14.045,0.0,13.849,0.0,16.22797,15.27601,14.8416,14.66246,14.49779,6374469429684600995,14.82368,19.60431
1237651538707480594,158.1452,65.04109,0.005602959,14.9786643981934,13.984,74.31629,13.352,51.02041,12.941,164.3655,14.99198,13.45538,12.7773,12.43892,12.22881,6375102715096205794,12.78111,30.43176
1237651250972852227,231.9606,55.43705,0.01103848,17.45959186553955,15.1,251.9526,14.54,138.4083,14.296,113.1734,16.86192,15.90021,15.52343,15.33876,15.18007,6374997171643614365,15.47847,8.020858
1237650371024584724,193.1521,-2.062579,0.00940073,18.95413875579835,16.429,60.09255,16.061,21.042,14.914,0.0,17.83378,17.04003,16.75315,16.71924,16.62421,2414916899217351529,16.89293,4.565309
1237655464304705557,180.5509,62.13722,0.004034979,13.728887557983398,11.752,0.0,11.231,222.7667,10.67,0.0,13.59563,12.09193,11.36367,11.03609,10.79688,3124831974851615298,11.30534,40.56054
1237648721747836950,134.8154,0.3916403,0.01138677,17.739169120788553,15.784,60.09255,15.154,54.06574,14.624,49.59333,16.81978,15.89504,15.50183,15.31703,15.1465,2927306909947008383,15.75662,7.614358
1237657629511581719,130.6074,37.22104,0.01285004,18.2916030883789,12.127,1111.111,11.492,1189.061,11.18,1275.51,15.63069,13.77355,12.89745,12.4282,12.08816,6373871325423864405,12.98622,19.6711
1237651249878401048,141.2318,55.89667,0.01102848,16.2069721221924,15.801,68.30135,15.346,33.41241,14.104,0.0,15.71265,14.56999,14.06314,13.79402,13.64265,2421672298658405901,14.08704,25.9987
1237651252583399428,233.3661,56.55968,0.002208026,14.1926002502441,13.907,108.5069,12.977,115.6203,12.9,152.4158,14.45067,13.07887,12.49537,12.20474,11.97648,6374997160904099086,12.43607,23.93566
1237648704576946202,183.0614,0.07231161,0.007831382,17.2781114578247,15.969,46.27701,15.543,25.76722,15.075,31.21001,16.73566,15.84482,15.65576,15.61498,15.50557,3196819200147457296,15.62623,8.01702
1237651297112948763,259.6298,60.58612,0.0129577,19.2532172203064,14.627,177.7778,14.027,148.721,13.727,182.615,16.9538,15.49072,14.88935,14.56903,14.33473,2543902807496334411,15.07792,11.41322
1237651539784564764,176.1627,67.95589,0.009027392,18.4052219390869,13.077,198.3733,12.106,198.3733,11.543,369.8225,16.27696,14.59963,13.74634,13.31736,12.96437,2425401842099820815,13.62361,16.29954
1237650372098654237,193.9056,-1.329858,0.00285163,17.91053581237795,15.966,33.80205,15.602,13.92292,15.165,24.26654,16.67915,15.62965,15.21491,15.0016,14.83352,2414881714845262400,15.11301,16.73733
1237653588484620318,126.5183,45.96761,0.007130406,15.25189542770385,14.672,277.7778,13.502,0.0,13.255,0.0,14.57561,13.5593,13.27545,13.08733,12.91152,2420194555028577039,13.48125,32.08295
1237654605873676293,185.4228,5.384812,0.007570544,17.9145965576172,12.851,182.615,12.245,148.721,11.801,204.0816,15.00408,13.22019,12.40603,11.98543,11.65882,6378937811653886914,12.33253,39.89672
1237648720673767456,134.078,-0.4415003,0.01269793,18.241373062133764,14.134,160.2307,13.487,145.159,13.074,192.9013,16.36497,14.99944,14.41204,14.07973,13.81489,2927377278689089123,14.4793,11.6153
1237651538185879585,233.5557,57.28532,0.01118355,16.6223278045654,15.948,78.31467,15.44,34.19855,15.017,40.05768,16.78994,16.16519,16.01607,16.00389,15.91764,6374997151242520078,16.00459,6.39936
1237650369410826274,185.9749,-3.442942,0.006685563,16.138011932373,13.502,32.65306,12.744,18.74028,11.826,115.6203,15.00618,13.24829,12.418,11.93448,11.60172,6382597055070603218,12.19572,45.45876
1237650369948549155,187.9501,-2.970234,0.007776042,17.2338752746582,15.767,45.04301,13.986,0.0,13.836,0.0,16.43081,15.55818,15.25344,15.14284,15.01376,2414705792984813652,15.2376,9.422793
1237651225710034980,259.7087,56.49132,0.01123133,18.680253982543924,16.147,71.81844,15.646,37.18025,14.606,0.0,17.79817,16.85826,16.50883,16.34075,16.1911,3886327339970202647,16.43164,6.307215
1237657400272420901,140.7629,44.55492,0.008867319,16.39040660858155,14.617,129.1322,13.984,64.0,13.831,87.34387,15.39991,14.21594,13.56823,13.23585,12.94257,3848046743338883361,13.44506,24.82278
1237651714798256166,248.6662,46.96035,0.008180379,18.57831716537475,15.785,129.1322,15.325,62.00012,14.797,61.03515,17.35397,16.47179,16.05229,15.92715,15.81046,2468995279117879064,16.18188,7.084747
1237651224634392615,255.3041,60.25146,0.0125006,16.9226999282837,15.902,29.86055,14.323,0.0,13.974,0.0,16.5098,15.36023,14.99676,14.83735,14.67966,2415937246007924898,15.01849,11.38467
1237657222562316328,170.4231,57.59171,0.007245984,17.99452686309815,16.041,45.04301,15.31,30.18959,15.115,34.60207,16.67384,15.70149,15.33731,15.18134,15.04628,3147033313641762631,15.62829,11.38408
1237652900765499433,40.13681,-8.147684,0.004741414,18.06450996398926,15.464,37.63785,14.831,35.85643,14.567,33.41241,15.61662,14.10721,13.52753,13.20678,13.08882,2483104212325507808,13.46485,34.80799
1237658492275916842,172.1001,9.407598,0.005684192,15.548501332600933,13.166,60.09255,12.464,37.63785,11.8,152.4158,15.015,13.16734,12.33358,11.92345,11.62612,3228661057087085653,12.17363,47.79475
1237651735224254507,189.5215,1.477751,0.006157753,17.304188728332498,12.827,138.4083,12.099,104.1233,11.658,244.1406,14.5682,12.96571,12.29421,11.95023,11.71717,2948276795911184398,12.33069,32.28876
1237651249885347884,169.6515,63.28067,0.01071532,16.4609394073486,14.056,287.2738,13.393,251.9526,13.141,318.8775,15.38441,14.36006,14.0142,13.81223,13.6854,6375102741939750464,14.14823,13.2893
1237649961917153325,47.41282,-7.846169,0.01248552,16.8244018554688,15.92,53.27935,15.16,44.44444,13.952,0.0,16.59637,14.94349,14.34284,13.96168,13.87998,6377284205221512550,14.67942,25.78124
1237654381445316654,152.3971,57.56679,0.005055793,17.4424285888672,15.677,0.0,16.036,35.01278,15.516,28.29335,16.99636,16.1573,15.9614,15.86651,15.79685,6373624981132154519,15.95068,9.779023
1237651190823190575,137.331,54.91193,0.008142068,16.53897094726565,16.036,30.18959,14.435,0.0,13.872,0.0,15.86875,14.43201,13.92937,13.66391,13.4389,2421426008053784357,13.92351,34.24072
1237651249893736496,211.3527,61.56705,0.005755536,18.0847949981689,15.812,0.0,15.853,31.91931,15.076,0.0,17.39331,16.57236,16.22671,16.15046,16.0362,6374363890526981416,16.15653,9.153709
1237651191357112369,129.0486,50.41899,0.01081499,17.652425765991225,13.689,0.0,13.765,68.30135,12.744,0.0,16.18254,14.61841,13.85121,13.40566,13.06048,2420792689354091817,13.8189,25.57942
1237656569185501234,311.7802,0.430182,0.01222176,19.469853719075502,13.067,297.2652,12.444,198.3733,12.186,173.1302,16.44576,14.61729,13.80771,13.402,13.05777,2468467513536554339,13.88837,12.02966
1237650762389323827,177.21,-2.032265,0.005727053,15.3485898971558,14.99,0.0,15.437,24.5074,14.181,0.0,15.54684,14.54965,14.02828,13.79697,13.65497,3787388885857730561,14.14083,42.58176
1237651754013425716,187.0662,2.700829,0.007397438,18.007538604736343,15.292,81.16225,14.62,48.90215,14.237,85.73388,16.64103,15.44996,15.03721,14.82837,14.7195,3158081206477676592,15.26082,9.741199
1237651250972000309,229.3546,56.66365,0.002489305,16.774081420898437,15.756,44.44444,15.051,52.50998,13.944,0.0,16.00894,14.98743,14.56403,14.37801,14.25699,3052668827699520083,14.56253,15.66591
1237657857143603254,168.1121,51.6368,0.009447522,18.2900365193685,16.38,42.16563,15.811,26.03082,14.919,0.0,17.68134,16.76901,16.48103,16.35178,16.20999,3810927230583843270,16.39375,8.837173
1237648673971437623,189.5223,-0.02701638,0.01251297,17.818127632141127,13.92,84.16801,13.198,48.22532,12.668,204.0816,16.32763,14.72128,13.88051,13.46587,13.15041,3230103616342728741,13.87008,21.94494
1237648722290606136,148.3343,0.6977298,0.01255482,18.731905937194824,12.302,129.1322,11.652,59.1716,10.95,222.7667,15.59692,13.63111,12.68646,12.18591,11.81143,2411609568240993067,12.61993,20.9045
1237649962455400505,50.5728,-7.090682,0.009040033,15.945276260376,13.711,145.159,13.118,81.16225,12.683,173.1302,15.0861,13.63918,12.9346,12.57407,12.31182,2423150042286135580,12.91414,29.29802
1237651252561510458,134.9517,55.70623,0.008415679,15.611105600992866,15.113,94.25959,14.723,37.18025,14.49,50.29928,15.1299,13.59734,13.03237,12.70475,12.50941,2421214901821245139,12.95142,44.32683
1237657591393288251,169.5352,54.84132,0.0063241,17.866827487945574,15.944,36.73094,15.362,28.29335,15.08,43.85773,16.85495,15.8712,15.4449,15.26518,15.1257,3235522009644404827,15.32009,14.23277
1237651250435915836,231.4932,55.25061,0.01141804,17.4992351531982,16.274,61.03515,15.471,54.86968,15.238,48.22532,16.7008,15.97465,15.67766,15.55615,15.45402,6374997172717356233,15.96618,10.7049
1237648704056918077,221.5464,-0.2229655,0.005535014,15.877996444702132,12.924,102.0304,12.285,73.05136,11.866,102.0304,14.30333,12.53998,11.68977,11.24707,10.93075,2934273415620599695,11.50894,46.09499
1237652899150889022,31.14511,-10.10847,0.006396601,16.2365369796753,15.995,27.99474,15.734,11.97304,14.123,0.0,16.68998,15.52164,15.13443,14.9558,14.86657,3209978155507915135,15.05385,15.5316
1237651735772659775,215.863,1.726289,0.004662245,14.467916488647441,14.165,0.0,14.845,23.5649,14.473,27.99474,14.71454,13.78692,13.36082,13.16439,13.03544,2428216591866923482,13.30569,28.61539
1237651250964004928,195.1455,64.44714,0.006971397,17.4951515197754,15.464,98.0296,14.79,75.61436,14.573,73.05136,15.88066,15.04781,14.6198,14.48044,14.31843,6374328698638699222,14.87478,17.66277
1237651212286230593,256.566,60.7052,0.01194774,18.60311546325684,14.502,369.8225,13.892,177.7778,13.886,173.1302,16.65051,15.38197,14.87479,14.63495,14.41105,2543832438752168478,15.02518,12.35458
1237651537633804354,159.5068,64.26637,0.005577475,17.3738479614258,13.438,416.4931,12.863,287.2738,12.388,472.5898,15.70888,14.27751,13.72162,13.42869,13.24277,2425225920239379138,13.82724,13.39992
1237650760242430019,178.5315,-3.682364,0.004854618,17.495280265808148,16.187,35.43084,15.744,14.23994,14.366,0.0,16.7773,15.84863,15.56157,15.4149,15.30425,3228977716435886393,15.52688,10.28999
1237657775009366084,143.4616,44.25698,0.01132916,16.73472118377685,15.581,48.90215,15.172,24.75186,13.633,0.0,16.33631,15.28841,14.94831,14.09779,14.60388,3849243011989899320,15.06171,17.99931
1237664818747146309,173.01,36.698,0.008330227,15.9709758758545,14.853,156.25,14.282,88.99964,14.048,90.70295,15.43734,14.211,13.62343,13.33798,13.13806,6374645377314852629,13.56141,30.19645
1237651065203064903,171.3768,63.44633,0.0114945,15.406101703643799,12.865,816.3265,12.133,516.5289,11.818,657.4622,14.4824,13.10741,12.4167,12.05903,11.73692,3856666914500645962,12.44603,33.07934
1237651250972786760,232.0175,55.54583,0.0110285,17.31572723388675,13.315,493.8271,12.504,452.6936,12.316,540.8328,15.66679,14.53926,13.89294,13.55394,13.2578,6374997171643614991,13.97889,12.15784
1237654382515388428,139.1902,53.44135,0.007398281,16.1384716033936,15.876,54.06574,13.989,0.0,14.014,0.0,17.04996,16.85667,16.82517,16.96936,16.8408,3074025741557441069,16.78419,5.115172
1237650761853042762,178.6044,-2.319567,0.007982176,16.24160766601565,15.512,35.85643,14.837,17.95461,13.556,0.0,15.32162,14.09578,13.50423,13.19789,12.98198,2488417052510915476,13.48016,38.06561
1237654786779840587,187.4044,7.932753,0.002911063,20.0440320968628,15.456,54.06574,14.523,31.91931,14.515,36.73094,17.84802,16.10952,15.34144,14.95959,14.75429,3222468607599451600,15.25514,10.4927
1237652947992445004,8.511626,-9.705304,0.01245049,14.60280418395995,12.885,68.30135,12.055,104.1233,11.503,216.263,14.55506,12.69377,11.76642,11.31249,10.88726,2435394203773049272,11.71961,53.63474
1237648722840846413,178.9039,1.237204,0.006288003,15.157434463501,15.909,24.02922,14.299,0.0,14.061,0.0,15.65211,13.85529,13.30946,12.9847,12.92803,3196396987682394190,13.11094,59.48714
1237651495761412174,127.4114,52.07636,0.005847976,16.9048404693604,14.627,236.6864,13.945,192.9013,13.668,251.9526,15.98164,15.07887,15.04834,15.22931,14.609,6373730542838351610,15.20624,6.845463
1237651735757258765,180.676,1.976799,0.006541668,15.555717468261733,12.396,123.4568,11.483,87.34387,10.82,384.4675,14.64921,12.63778,11.67386,11.23929,10.86306,3137850192524479720,11.7208,55.05785
1237651065203064912,171.3985,63.46068,0.01101371,19.8872947692871,15.8,94.25959,14.526,0.0,14.186,0.0,17.95289,16.42949,15.80316,15.49383,15.35987,6375102740863911654,15.81829,9.558657
1237651735226417233,194.505,1.575843,0.003698266,16.231725692749,11.95,260.1457,11.083,108.5069,10.277,369.8225,15.03602,13.18775,12.03699,11.39948,10.85883,3230736935040325845,11.59555,55.01305
1237654383593521234,153.7464,59.81753,0.007198241,18.1176414489746,16.889,27.41153,16.0,0.0,15.322,0.0,17.64344,16.91397,16.77225,16.86885,16.82126,6375102772004522323,16.75676,7.021175
1237658609829544019,182.855,58.75883,0.01062743,16.6470680236816,15.335,0.0,15.553,22.46131,14.523,0.0,16.11527,15.16387,14.93405,14.80347,14.70343,6374399038391849027,14.91283,14.95463
1237655107302654036,178.1483,59.08326,0.01083784,18.97225284576415,16.019,70.61648,15.445,75.61436,14.447,0.0,17.36733,16.39495,15.92256,15.74938,15.56941,3815747489560003543,16.17658,8.500304
1237648702984683605,225.0054,-1.091117,0.006297647,17.280773162841747,16.079,25.0,14.286,0.0,14.022,0.0,16.32475,15.41002,15.00167,14.84394,14.72891,2934554890597308691,14.9831,15.02518
1237662525768925270,192.2307,14.90789,0.004674598,17.6312913894653,14.764,106.2812,14.351,60.09255,14.245,46.91312,15.60179,14.03614,13.3829,12.99595,12.75927,3190591566489064192,13.37697,31.34036
1237655498136027223,223.0331,-2.529747,0.006453164,15.02965116500855,13.92,108.5069,13.349,75.61436,13.026,106.2812,14.64649,13.66484,12.55196,12.22004,11.93871,2851554956839748443,12.5791,37.58324
1237654400237043800,220.5687,60.87288,0.007645616,17.58921813964845,16.429,47.56243,14.898,0.0,14.439,0.0,16.92659,16.00052,15.74331,15.60993,15.55542,6374469427537117526,15.68916,12.04776
1237650760241905753,177.3033,-3.659624,0.005245072,18.8189029693604,16.501,27.70083,15.356,0.0,15.865,0.0,17.67416,16.5195,16.04645,15.77591,15.58325,6382596973464127476,16.11895,12.81185
1237651735235330138,214.834,1.165261,0.0081429,17.8040294647217,16.483,33.41241,14.857,0.0,15.214,0.0,17.09032,16.16018,15.86284,15.72471,15.64434,2933745650039264359,15.78812,15.44774
1237651191362748507,145.7569,58.97359,0.004496707,17.5791664123535,15.133,204.0816,14.586,88.99964,14.24,126.2467,15.03046,14.05454,13.45047,13.266,13.15777,6373624965026022503,13.40217,70.11005
1237648704056524892,220.6914,-0.3510785,0.005678178,15.942006587982199,15.83,24.26654,15.297,12.8467,13.606,0.0,15.59201,14.57665,14.14816,13.95194,13.83326,2934273415620599524,14.08506,20.69316
1237651249885610077,170.8785,63.36723,0.0097208,18.335050582885767,14.902,268.745,14.186,145.159,14.001,192.9013,16.5104,15.36307,14.79749,14.49253,14.28336,3856666914500644945,15.0584,16.69169
1237655126620045406,184.899,5.846754,0.008364986,18.182976404825833,12.616,493.8271,11.985,330.5785,11.781,452.6936,14.85745,13.22115,12.46277,12.0468,11.75515,3124902343597889221,12.62184,26.21182
1237661070318370911,141.4521,11.45424,0.01079413,20.239296913147,15.317,46.91312,14.604,21.43347,14.338,37.18025,17.61854,15.76974,14.98625,14.59809,14.39462,3717547907062171102,14.9084,15.79556
1237651190289662048,149.0617,59.30717,0.01010499,15.650707244873,14.767,55.69168,13.142,0.0,13.93,58.27167,14.94829,13.75834,13.19907,12.91884,12.66603,6373624967173508055,13.1648,29.07945
1237651065735544848,151.1323,60.10798,0.01013394,18.7314491271973,13.142,229.5684,12.531,164.3655,12.226,216.263,15.68244,13.96333,13.21212,12.82445,12.55752,6373624961804797035,13.25252,25.10788
1237651736296226914,185.4908,2.345078,0.006105036,18.138853073120103,14.938,84.16801,14.289,61.03515,13.857,70.61648,16.49046,15.31383,14.6925,14.45039,14.19356,3787705545206538831,14.66664,12.15836
1237654606410219619,184.6787,5.788899,0.008582771,20.41479778289795,16.187,34.60207,15.603,16.52456,14.242,0.0,17.53634,16.09099,15.41096,15.08108,14.90211,3124902343597888045,15.30369,19.11753
1237657591395713124,179.1563,55.63325,0.004302799,18.0729064941406,14.807,0.0,15.194,19.57867,13.997,0.0,16.32195,14.85363,14.12502,13.77718,13.6077,3229048085180061818,14.25834,27.63529
1237655125009629285,185.392,4.779516,0.007077758,19.0177516937256,14.192,164.3655,13.751,94.25959,13.53,92.45562,15.93913,14.30247,13.66387,13.33977,13.05724,2489331846185232136,13.847,23.16497
1237651822172110865,215.0182,3.992798,0.005783565,15.699889183044423,14.158,31.21001,13.516,22.46131,12.975,34.60207,14.76735,13.21852,12.44991,12.04163,11.79561,2429623966750484216,12.3629,43.54904
1237656567038935144,313.8651,-1.225245,0.01263402,16.9685878753662,13.994,70.61648,13.259,41.09138,12.699,129.1322,16.05542,14.1103,13.18722,12.74552,12.44995,6379535929871173524,13.29931,30.67685
1237651537649270889,233.9038,56.4617,0.01121499,16.8448524475098,13.642,204.0816,12.884,222.7667,12.49,540.8328,15.86132,14.2027,13.42169,13.02838,12.78511,6374997160906197094,13.51712,29.92557
1237654606937981034,163.8026,5.86256,0.01165134,17.367366313934326,14.308,0.0,13.709,0.0,14.421,28.59676,16.38955,15.38526,14.90165,14.69727,14.51753,2946693499167179069,14.86351,11.93725
1237653588484685931,126.825,46.03259,0.007355687,16.9353475570679,15.019,0.0,15.19,84.16801,14.171,0.0,16.88516,16.34665,16.1476,16.18738,16.07334,2420194555028578106,16.40343,8.720722
1237651737384255596,218.1881,2.914944,0.005095138,15.811933994293199,16.306,16.65973,14.475,0.0,14.174,0.0,15.79144,14.92708,14.59147,14.47875,14.35932,2428251776239016916,14.44503,24.10416
1237651067887091821,168.4844,65.17762,0.01134013,18.9983568191528,15.128,198.3733,14.14,132.1179,13.714,138.4083,17.34008,15.64368,14.84564,14.41961,14.12189,2838642292482383632,14.83685,26.84306
1237654606944272494,178.2755,6.153842,0.008451421,18.23764085769655,15.143,0.0,15.785,29.53686,15.186,24.26654,17.56532,16.51703,16.02162,15.77422,15.5896,3858989083058505498,16.03769,12.07165
1237651065203130479,171.6718,63.48253,0.01257671,19.183498382568402,15.618,126.2467,15.192,44.44444,14.926,40.05768,18.03666,16.56712,15.96407,15.66248,15.4587,3856666914500645525,15.93811,9.185534
1237654786779906160,187.5211,8.073321,0.004153254,19.80250676472983,15.57,62.98816,15.012,51.02041,14.748,43.28255,16.67242,15.17034,14.44865,14.09987,13.88387,3084440315695727276,14.7055,20.67067
1237654880197607537,209.1109,4.396662,0.00372177,18.1006949742635,15.154,52.50998,13.446,0.0,13.36,0.0,27.27,14.98161,14.37056,14.07531,13.86468,2602519971195011185,14.34494,22.25173
1237651252044562546,226.3989,59.09378,0.008695109,18.9431056976318,14.164,0.0,13.351,0.0,13.488,210.0399,17.26941,15.78512,15.02087,14.63769,14.3163,6371725081947670514,14.99178,14.11592
1237651065203130387,171.7359,63.42539,0.01203641,19.28379344940185,12.587,1479.29,11.822,1275.51,11.712,1111.111,15.96187,14.16468,13.37406,12.9809,12.70611,3856666914500645122,13.49171,19.59076
1237655463230439540,178.243,61.21609,0.01046358,16.8015193939209,15.728,36.73094,15.251,26.84636,14.784,44.44444,15.93236,14.64962,14.04995,13.74275,13.54526,3228942532063795887,14.02366,30.28017
1237651274038771829,138.2682,60.24489,0.003779149,18.9896717071533,15.38,55.69168,14.702,34.60207,13.679,0.0,16.55174,14.9705,14.2944,13.96021,13.8138,2485391196511280291,14.23501,26.31542
1237653500431827062,35.24506,-9.528581,0.01272559,18.27166175842285,16.548,33.02946,16.018,17.65412,14.735,0.0,17.55975,16.62125,16.26985,16.10029,15.96086,2436871947400779182,16.21818,8.604497
1237654398619877495,188.2316,64.30776,0.009253443,18.5183176994324,16.566,35.01278,15.836,25.5076,14.572,0.0,17.63103,16.32703,15.84731,15.60673,15.40866,3146716654292969533,15.78871,14.12997
1237654953202352248,246.5347,48.3668,0.008046641,15.198246479034449,14.184,123.4568,13.188,216.263,13.073,210.0399,14.39534,13.15548,12.5368,12.24338,12.02108,2468924910373711454,12.52466,31.91606
1237651753479438356,193.6735,2.104468,0.002862453,17.894188880920424,15.224,24.75186,14.694,15.3787,13.218,0.0,15.83431,14.46648,13.89294,13.628,13.41698,2427336982564701853,13.91366,18.03656
1237651067353038970,184.2076,65.82989,0.008761541,19.423917134602835,13.797,472.5898,12.978,516.5289,12.873,307.787,16.64266,14.99628,14.20695,13.81453,13.52003,6374328692194148682,14.13143,16.63696
1237652900765565051,40.39611,-8.173478,0.005161741,19.340735912323,16.395,19.92985,14.26,0.0,14.164,0.0,17.25236,15.75902,15.12366,14.80371,14.5611,2422340801728087287,15.06555,18.87467
1237651194568507516,150.596,59.74295,0.01108121,17.6116466522217,15.97,0.0,16.11,27.99474,14.992,0.0,17.10777,16.1792,15.92202,15.80532,15.70013,6373624962878538959,15.93733,11.62709
1237655125546565757,185.5054,5.100028,0.006278903,18.276400883992498,14.535,52.50998,13.802,31.56167,13.46,82.64463,16.00243,14.41901,13.63056,13.2191,12.89618,3221800104529759658,13.58176,24.31607
1237655108913594494,179.2348,60.32941,0.004642314,17.0626792907715,16.294,36.28974,14.462,0.0,14.329,0.0,16.14426,15.21297,14.77408,14.57401,14.44288,3859200189291041997,14.79922,14.71754
1237651272417017983,115.1637,39.23331,0.01115533,16.892100652058932,12.096,1890.359,11.389,2066.116,11.09,2267.574,15.60934,13.68088,12.71251,12.20137,11.77914,3157060859888411199,12.6177,42.96149
1237654605873479808,185.0155,5.341355,0.007295354,19.2886772155762,13.782,236.6864,13.478,51.75716,13.008,145.159,15.70807,13.86323,13.15278,12.76014,12.52367,6378937811651789705,13.25392,34.17139
1237651821637206145,219.5755,3.410324,0.00536288,15.2796926498413,14.23,37.18025,13.598,23.79536,13.182,56.53231,14.94407,14.13713,13.69054,13.47451,13.22889,2429940626099276938,13.64644,13.91796
1237648704056328322,220.2348,-0.3181704,0.005755075,16.768450736999498,12.074,69.44444,11.082,51.75716,10.597,118.1474,14.53906,12.81322,11.62901,11.04857,10.62917,2492568808417397814,11.6736,51.96191
1237653612115591299,156.2912,58.14999,0.007115711,15.120402018229166,14.734,204.0816,13.956,115.6203,14.241,59.1716,15.00802,13.84898,13.26316,12.99801,12.84992,2836812704932431212,13.43106,23.87036
1237654602635804804,146.9108,4.821664,0.01105693,17.803319295247398,16.049,38.57876,15.472,23.79536,14.078,0.0,17.2355,16.18629,15.83942,15.66847,15.57327,2863588012094128580,15.86187,7.814552
1237655124473741445,187.6116,4.246564,0.008104492,15.00791120529175,14.168,81.16225,13.601,42.16563,13.139,108.5069,14.89448,13.17854,12.45207,12.09428,11.86185,3222574160715711257,12.43963,39.18538
1237651736313725062,225.5146,1.841287,0.004174713,16.241210937500025,16.074,45.04301,14.519,0.0,14.226,0.0,15.32627,14.34523,13.72354,13.50009,13.61703,2428568435587812861,13.65697,38.22917
1237658493336879239,142.5431,7.902761,0.006833329,18.821498870849634,13.799,79.71938,13.004,57.3921,12.417,156.25,16.19854,14.47247,13.6409,13.19438,12.83506,2870097120930568399,13.6601,24.34874
1237655126620569736,186.1472,6.032903,0.003786753,18.833988666534424,15.515,0.0,15.951,14.45734,15.371,0.0,17.88667,16.89224,16.5301,16.35657,16.2062,3222187132622735668,16.4417,9.668048
1237648705128759433,217.1577,0.5531439,0.005144823,17.00127220153805,14.518,0.0,15.112,16.25911,14.571,30.8642,16.46681,15.2365,14.68592,14.41944,14.22242,2935927081108775353,14.67844,16.94771
1237657594072334474,117.4203,29.94425,0.01236822,17.93186378479,14.465,118.1474,12.887,0.0,13.153,182.615,16.55841,15.20607,14.39971,13.99763,13.58167,6374047229030694949,14.09284,25.02255
1237657873255432331,141.5837,40.02443,0.01210942,17.86369371414185,16.242,62.98816,15.028,0.0,14.438,0.0,17.05861,15.94649,15.46664,15.21652,15.06641,3848609693292307729,15.51762,14.61689
1237651251482460300,123.3048,45.99469,0.001437711,16.2154293060303,14.0,384.4675,13.248,330.5785,13.368,216.263,14.22432,13.31224,12.84564,12.71497,12.51251,3243016280899330783,13.00441,38.28974
1237648720159965325,186.7686,-0.9056957,0.007346148,16.40037727355955,16.936,17.21733,15.097,0.0,14.741,0.0,16.57376,15.63205,15.35274,15.19597,15.18451,2413861368054684671,15.27186,21.30955
