dr12objid,RA,DEC,redShift,nuv_mag,j,jIvar,h,hIvar,k,kIvar,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,nearest_galexid,petromag_r,petror90_r
1237661435926610044,210.5429,45.86261,0.007042418,16.4868412017822,14.403,244.1406,13.775,173.1302,13.525,198.3733,15.69366,14.91965,14.54463,14.35616,14.20259,6374575010718157281,14.66793,10.0392
1237667429573394473,181.2159,26.99252,0.001833296,15.942358016967749,15.162,90.70295,14.705,69.44444,14.377,49.59333,14.88503,13.68292,13.16124,12.86522,12.72415,3056363186768845929,13.15641,31.89601
1237660553841279725,65.68365,32.37897,0.007318829,20.164499282836925,15.339,110.8033,14.647,87.34387,14.617,65.03642,17.36062,16.16812,15.44179,15.05702,14.76592,3791962854027952784,15.76251,10.27425
1237657590312140893,145.1315,47.51018,0.01179265,17.5033416748047,16.49,35.85643,15.422,0.0,14.945,0.0,17.01731,15.83875,15.33704,15.11585,14.95385,6373765727210440985,15.43053,18.03971
1237663546370949245,141.0262,62.03001,0.004938934,17.0230436325073,15.242,0.0,15.711,26.84636,14.464,0.0,16.12923,14.86301,14.29409,14.03946,13.93137,3848785614951423414,14.26032,24.20464
1237665102749171811,217.8578,30.787,0.01215228,17.9254035949707,14.074,369.8225,13.424,198.3733,13.098,251.9526,16.30082,15.27071,14.6318,14.39016,14.05709,6379289710135608781,14.79336,11.07442
1237665330918326297,164.0837,31.27031,0.004275707,17.894374847412102,16.102,87.34387,15.617,54.86968,14.798,0.0,17.03175,16.21404,15.90823,15.79298,15.6672,6374082448836264243,15.85098,8.924484
1237661970648531070,184.6609,6.708378,0.006685917,17.83765182495118,16.377,19.92985,14.487,0.0,14.167,0.0,16.65877,15.54582,15.09392,14.85005,14.77369,3084651421928261984,15.05261,24.18543
1237654398080123007,173.3364,63.28022,0.004150719,15.276859283447266,15.874,67.18624,15.268,36.28974,14.039,0.0,14.70077,13.7119,13.33309,13.105,12.89875,3813530874118416138,13.19185,48.51234
1237668624622551206,183.7073,17.71898,0.007918931,18.3945255279541,15.978,38.10395,15.065,33.02946,15.139,34.19855,17.63189,16.16261,15.6721,15.38028,15.24416,6378902628355540641,15.61257,12.07738
1237662236931915904,190.4665,9.402938,0.003241959,18.7360305786133,15.785,32.28306,15.288,22.46131,13.795,0.0,16.42771,14.98496,14.35362,14.03725,13.86567,3223348216901671256,14.28898,27.02345
1237654606410154113,184.5284,5.68452,0.008486419,18.711017608642567,15.422,62.00012,14.561,48.90215,14.327,60.09255,16.60141,15.0349,14.29499,13.93166,13.73584,3124902343597887089,14.29478,20.39811
1237651753486647426,210.1908,2.021989,0.01199003,16.7307529449463,15.953,24.5074,15.38,14.45734,13.796,0.0,16.03134,14.76676,14.2425,14.00699,13.82617,2938073328007513919,14.35621,28.78135
1237667211603345434,185.4869,30.07436,0.002123489,18.454266866048197,12.71,1479.29,12.266,1189.061,12.097,1275.51,15.65556,13.97788,13.26451,12.86806,12.61899,2489296661813142912,13.29532,18.02558
1237664133163647107,156.4712,14.36316,0.004583496,15.958044052123999,15.286,99.99999,13.774,0.0,13.517,0.0,15.1197,13.99533,13.511,13.21586,12.97935,3805966234320641811,13.49153,35.82778
1237661874007310468,162.9513,43.76413,0.01108551,16.9330024719238,15.579,110.8033,14.851,115.6203,14.648,71.81844,16.28958,15.42898,15.13531,14.99954,14.87371,3143514876432877251,15.07847,11.8623
1237667734513975351,197.6015,21.57526,0.008640024,17.5998764038086,16.385,34.60207,14.577,0.0,14.35,0.0,16.74196,15.62509,15.19521,14.9654,14.81786,3865920404360003714,15.1527,19.01753
1237665102745698437,208.771,32.90312,0.00799495,17.4308795928955,15.017,216.263,13.838,0.0,13.572,0.0,16.33695,15.22192,14.7227,14.45098,14.23518,6379289663964711109,14.68781,15.40804
1237655465916039302,184.2325,63.40991,0.009199975,15.657096862793,15.63,74.31629,13.941,0.0,14.631,56.53231,15.00624,13.96367,13.53268,13.31516,13.16872,6374328732998438746,13.55224,35.21682
1237658205578002470,159.862,47.94711,0.002851606,16.156715393066403,15.653,53.27935,15.203,30.8642,14.761,65.03642,15.41939,14.42124,14.13163,14.03725,13.98202,3807795821467935488,14.41647,26.1163
1237665016311447593,162.3544,32.77273,0.005425678,15.532474517822301,16.354,18.10774,14.573,0.0,14.428,0.0,15.79136,14.47141,13.9793,13.82953,13.74603,3062555636256478061,13.95567,31.67335
1237661086958354567,128.4861,26.97266,0.01174959,15.873947143554648,14.034,516.5289,13.352,416.4931,13.148,384.4675,15.81792,14.50873,13.98886,13.75084,13.51339,3716738666504129291,13.90387,34.19746
1237655448733614107,174.7519,63.14285,0.01056826,17.8034725189209,15.512,92.45562,14.88,71.81844,14.511,85.73388,16.47231,15.63707,15.25376,15.33286,15.00976,6374328737293405378,15.43859,9.643509
1237662193997381768,208.1037,39.55761,0.009173587,19.349227905273448,14.85,297.2652,14.19,229.5684,13.773,297.2652,17.04875,15.64835,14.9554,14.59103,14.25007,3239216368713731076,15.27135,13.67164
1237654400766705801,184.67,65.86699,0.009256437,20.62875747680665,15.845,104.1233,15.341,44.44444,14.926,78.31467,18.28828,16.70417,16.06961,15.74113,15.51089,6374328692194148764,16.0489,8.394781
1237661817633374346,191.0501,12.94184,0.002826157,20.0442371368408,15.632,108.5069,15.064,65.03642,14.817,56.53231,16.48612,15.03967,14.39792,14.0464,13.83864,3223524138762113202,14.74658,29.82991
1237658628621861003,187.6913,11.34318,0.005800055,19.639714431762677,15.959,28.59676,15.27,17.5067,14.853,34.19855,16.97136,15.49988,14.82813,14.49917,14.29866,2499570498460979385,14.79502,21.04448
1237668270830256176,215.5399,16.54548,0.007814185,17.7795848846436,16.666,29.86055,15.838,32.65306,14.859,0.0,16.63624,15.87313,15.61864,15.56337,15.49428,6378585958269322431,16.04883,10.06865
1237659119326724236,226.3598,46.56508,0.008369131,17.6933059692383,14.274,160.2307,13.211,204.0816,13.112,204.0816,15.94539,14.57026,13.8873,13.51782,13.22342,6374610183279084534,13.89442,22.86297
1237661817098207260,195.0441,12.48331,0.004545377,16.9209079742432,14.394,152.4158,13.874,81.16225,13.707,96.11687,14.55514,12.89407,12.24017,11.91539,11.76888,6378761947775500854,12.14034,55.05233
1237657589783789709,174.4351,54.04575,0.002898314,18.636734008789066,15.398,0.0,15.754,37.63785,14.681,0.0,17.25977,16.13567,15.71625,15.53226,15.40049,3152310969455084550,15.63795,12.22128
1237665101140066353,221.0869,28.55102,0.01224622,17.4927501678467,14.983,108.5069,14.435,62.98816,13.851,99.99999,16.10158,14.94411,14.42079,14.20455,14.0053,6379254503214940693,14.38523,17.96141
1237654606410416271,185.146,5.807591,0.007305976,21.099046707153335,16.6,30.8642,15.638,38.10395,14.583,0.0,18.6287,17.20842,16.5638,16.25685,16.10202,3124902343597888050,16.49302,10.13832
1237655469134119056,224.703,2.023505,0.006019499,18.9191074371338,13.299,236.6864,12.723,177.7778,12.318,236.6864,16.00809,14.33331,13.58499,13.20603,12.95379,3239638581178798514,13.70436,17.31025
1237655107837624465,169.5152,58.74706,0.006171753,20.664138793945302,16.266,29.53686,15.648,25.76722,15.484,23.1139,17.94257,16.49063,15.86318,15.58825,15.34837,3124761606109531856,15.73441,14.73442
1237648721235148867,190.0757,-0.1850729,0.01255981,18.280721187591574,16.04,54.06574,15.407,37.18025,15.199,25.5076,17.43299,16.51093,16.14409,15.97088,15.87486,3230103616342727772,16.06931,7.842335
1237655369293234205,208.893,59.74281,0.005929986,17.22251987457275,13.883,173.1302,13.303,106.2812,13.051,177.7778,15.17915,13.77355,13.0857,12.67317,12.38234,3246147690015236121,13.11279,35.47053
1237652942097154194,349.6398,13.43831,0.008612854,17.551820755004897,15.272,132.1179,14.647,108.5069,14.531,57.3921,16.78825,15.64254,15.12281,14.89062,14.69243,2471845213257079488,14.9993,14.77519
1237665368499683475,149.0838,27.22757,0.004151386,16.0194926261902,13.065,277.7778,12.533,104.1233,12.035,307.787,15.63826,14.47001,13.67519,13.30754,12.97442,3802905193948914132,13.62917,13.52517
1237659120934715540,219.6973,50.71703,0.007349892,17.998779296875,15.874,81.16225,14.891,0.0,15.256,25.0,17.43194,16.41332,16.09651,15.9401,15.8227,6374610141403154893,16.03172,8.26027
1237661950247501918,168.4854,12.30108,0.01081152,15.566258430481,14.278,138.4083,12.852,0.0,12.595,0.0,15.39281,13.85538,13.2235,12.92389,12.70113,3156638647219913349,13.265,25.18527
1237660412649865229,137.6743,7.206705,0.004921931,15.723133468627921,14.911,58.27167,14.303,53.27935,14.124,42.71861,14.95896,14.09107,13.84865,13.69029,13.61619,2485356012139191026,13.79288,17.11309
1237662662132957333,214.8712,35.56697,0.01069928,19.0816459655762,16.449,55.69168,15.769,40.5696,14.774,0.0,17.93758,16.97771,16.54029,16.35503,16.14095,6379289637121165808,16.52877,6.34794
1237664295298203798,208.0278,38.06702,0.01077471,17.78683280944825,13.774,244.1406,13.087,192.9013,12.814,222.7667,16.04786,14.33252,13.56078,13.13181,12.87459,3057700192908222099,13.533,23.80356
1237655126620241950,185.3438,5.947694,0.005983672,20.70692558288576,16.398,34.60207,14.699,0.0,14.318,0.0,18.64613,17.14847,16.47647,16.14696,15.96494,3124902343597889621,16.46213,8.415096
1237665328776151191,178.4758,31.16581,0.009318953,19.319405555725098,16.345,51.02041,15.319,0.0,14.746,0.0,17.44312,16.45747,16.01781,15.83902,15.72669,3056292818024662714,16.37173,10.00146
1237658312402600088,177.629,60.1287,0.01128656,19.78150367736815,14.515,98.0296,13.646,106.2812,13.276,182.615,17.0018,15.32502,14.4726,14.00406,13.61865,3815325277094939986,14.39933,20.24885
1237661063877034137,144.32,8.630649,0.01108768,19.7475070953369,16.4,40.5696,15.846,21.23638,15.039,0.0,18.36104,17.1683,16.69469,16.45016,16.30702,6382702522287523275,16.57675,8.249383
1237660024523915418,46.05212,-1.192712,0.01285595,17.3925895690918,15.183,66.09822,14.34,68.30135,13.904,76.94675,16.07211,14.75586,14.0723,13.71806,13.49716,2588024009894399660,14.06915,23.75354
1237661813349548187,187.1738,12.91592,0.001527761,18.842356681823727,15.338,96.11687,14.57,71.81844,13.747,0.0,16.27844,14.80903,14.19169,13.8509,13.71504,2499676051579343102,14.19537,25.24561
1237662305650212895,207.8795,39.45473,0.006046721,18.191184997558597,16.086,104.1233,15.654,48.22532,15.366,40.05768,17.30417,16.45173,16.08684,15.95682,15.8293,3239216368713729739,15.99326,9.138286
1237663547979071644,131.0893,58.84199,0.004314892,16.3287706375122,15.414,25.5076,14.743,30.5241,14.5,35.85643,15.1008,13.68849,13.08058,12.7635,12.5096,3796712744259948772,13.09729,33.70117
1237657629525016594,169.4437,51.47659,0.009507769,15.7796268463135,15.147,53.27935,14.394,55.69168,14.218,73.05136,14.92241,13.6323,13.0068,12.67236,12.40214,6374504574328244711,12.91095,38.3502
1237658311865466976,176.4724,59.57479,0.01150324,19.8916721343994,14.994,94.25959,14.334,62.00012,14.123,81.16225,17.68512,16.04476,15.21779,14.82436,14.49696,6374399033023138536,15.18769,12.26916
1237658629158863005,188.0114,11.89007,0.003341991,19.072311401367198,15.96,20.29056,15.099,17.5067,13.85,0.0,16.6629,15.11327,14.44013,14.09798,13.94419,2499535314090994720,14.33613,26.70709
1237668495781527558,175.0671,17.45723,0.01045057,19.068364461263016,12.907,1479.29,12.405,1111.111,12.204,692.5208,15.90098,14.16257,13.43256,13.06162,12.80868,2488100393162126783,13.50958,20.95735
1237665127986954398,133.5885,23.15823,0.009607426,17.528298854827874,15.663,54.06574,15.0,29.53686,14.759,40.5696,16.53375,15.36663,14.81949,14.56599,14.32975,3719483047527055872,14.84072,14.93138
1237662239077498913,186.0209,11.21807,0.006948173,17.829365594046457,13.311,84.16801,12.584,45.65376,12.135,148.721,14.74553,13.04648,12.32044,11.92739,11.66698,2499640867207252880,12.39431,44.29871
1237662663206568095,214.8094,36.35938,0.01049082,20.16216659545895,14.84,297.2652,14.138,210.0399,14.004,160.2307,16.9737,15.40872,14.73146,14.37419,14.13302,3125148634403836887,14.96639,15.32663
1237661070318305380,141.3162,11.59688,0.01184253,21.0025806427002,15.886,46.91312,15.248,17.07534,14.704,48.22532,18.04659,16.48597,15.72546,15.36108,15.10472,3717547907060075432,15.61944,13.88762
1237664094507434147,124.4479,23.47653,0.01286902,20.7449779510498,14.292,452.6936,13.619,307.787,13.485,342.9355,17.60358,15.99333,15.26322,14.89199,14.65011,6377776737036536905,15.37112,6.299957
1237660765378314404,138.1849,34.92557,0.006519121,16.66175460815427,15.016,148.721,14.301,132.1179,13.961,148.721,15.41725,14.13111,13.4536,13.1143,12.77448,3798366409949454647,13.34912,24.59407
1237667255616143515,158.0432,28.48306,0.00527656,19.24970626831055,15.758,126.2467,15.322,69.44444,15.077,62.98816,16.80422,15.53018,15.00557,14.74077,14.59481,2486833755766917287,15.33973,14.94592
1237661386005414053,243.1113,38.24293,0.0128828,17.44239234924315,16.304,57.3921,14.803,0.0,14.643,0.0,16.98064,15.88126,15.46846,15.2774,15.15081,3774159561751007948,15.57307,20.63848
1237663546909065349,145.4729,64.0646,0.01115056,17.849947929382353,14.503,0.0,13.899,0.0,14.186,129.1322,16.82814,15.71968,15.23432,14.9896,14.7047,6373519415130980780,15.18799,12.90411
1237661812812677152,187.2423,12.66175,0.004720885,20.421909650166835,14.354,416.4931,13.582,297.2652,13.57,177.7778,17.59152,15.65646,14.89957,14.49125,14.2168,2499394576602639458,15.08247,11.9123
1237665428105068577,232.443,20.75159,0.006636145,18.5316486358643,16.632,46.27701,15.151,0.0,14.812,0.0,17.33812,16.27217,15.82756,15.61216,15.40003,6383476660077855362,15.84293,16.28122
1237661388682166439,226.3122,51.15847,0.01189113,17.8212966918945,15.096,118.1474,14.24,96.11687,13.384,0.0,16.69807,15.34474,14.73188,14.40242,14.15815,6374997221035738686,14.71516,20.83294
1237667912207106095,193.2921,25.27836,0.003600934,17.611717224121065,15.562,65.03642,14.198,0.0,14.168,0.0,16.68106,15.53895,15.10051,14.84646,14.71338,3230455460063613709,15.06235,13.4128
1237658800959914034,168.4602,53.08641,0.009541091,17.5104236602783,16.23,25.5076,14.488,0.0,14.445,0.0,16.79015,15.61877,15.21731,15.01454,14.89763,6374152786441931056,15.21839,17.1129
1237658311865663656,177.4869,59.6035,0.01040202,21.173267364501953,15.373,129.1322,14.714,92.45562,14.544,108.5069,18.04856,16.40839,15.6552,15.30073,15.03191,3815747489560008905,15.61364,11.17919
1237655108912873525,176.0204,60.11979,0.00814971,15.963934262593598,13.188,118.1474,12.564,79.71938,12.081,400.0,14.75268,13.09134,12.3644,11.96496,11.68885,3815325277094940985,12.34096,40.18281
1237662194534318249,208.5157,39.98521,0.008764165,18.156432151794448,16.135,51.02041,14.147,0.0,13.896,0.0,16.30613,15.06429,14.54131,14.26204,14.07612,2491970674089789766,14.46692,21.731
1237661417676472490,215.8801,53.44048,0.008915436,18.591339747110997,16.213,76.94675,15.585,39.0625,14.629,0.0,17.7589,16.88982,16.51177,16.33892,16.18375,3212265139492361421,16.47245,6.359424
1237661972261109931,189.1457,8.054747,0.005993909,17.162689685821523,15.138,0.0,15.629,19.75309,14.762,0.0,16.02007,14.78968,14.35004,14.09924,14.00893,3084369946951550557,14.24938,35.9389
1237662223525937324,171.4004,37.94681,0.006875908,18.1890335083008,16.799,34.60207,15.49,0.0,15.1,0.0,17.39522,16.44102,16.08681,15.89912,15.84155,6374645354766272351,16.13865,14.96271
1237657771786960904,161.3434,55.96037,0.003141656,14.54568099975586,14.029,36.73094,13.516,29.53686,13.134,48.90215,14.60105,13.61939,13.23484,13.05061,12.92679,2504988891762662455,13.22221,16.67434
1237661055818793134,50.38028,41.54744,0.01288137,22.69778175354004,15.028,277.7778,14.29,251.9526,14.076,198.3733,18.99288,17.16843,16.28028,15.83497,15.49689,2483596793532649943,16.37038,5.057522
1237655498663592111,201.7172,-2.576862,0.0122913,18.8082599639893,16.739,37.18025,16.207,25.25189,14.762,0.0,17.74187,16.78315,16.46868,16.31719,16.24001,6378832285381167602,16.73826,8.552198
1237661971185336496,184.4922,7.185915,0.01237378,15.260133743286142,15.41,43.28255,14.81,25.0,14.498,23.79536,14.92647,13.43637,12.73429,12.39282,12.21707,3084651421928270822,12.73544,48.93058
1237662305649754144,206.6157,39.67834,0.01100079,17.63982518514,16.191,84.16801,15.649,64.0,14.576,0.0,17.31284,16.46891,16.17203,16.10059,15.99378,6374750912177505327,16.03604,9.16181
1237655108376199345,177.0291,59.87665,0.0104454,18.5394353866577,16.594,27.70083,14.912,0.0,14.794,0.0,17.33146,16.1843,15.60473,15.36112,15.26061,3815325277094937753,15.61108,15.35386
1237665328772481039,168.655,30.31415,0.006681961,17.2716827392578,13.427,0.0,12.752,260.1457,12.33,0.0,15.81236,14.56916,13.89712,13.56851,13.31482,6374821243340720530,13.83009,20.3226
1237664106851401906,147.6141,12.7655,0.004764272,15.2384715080261,14.233,0.0,14.678,28.29335,13.282,0.0,14.93868,14.12211,13.47618,13.54674,13.27466,2508366591617411407,13.32847,34.49412
1237658423564304556,184.1408,7.46209,0.008620848,17.138845443725568,12.381,120.7584,11.73,73.05136,11.112,277.7778,14.78747,12.74,11.75349,11.28601,11.00813,3084721790672438429,11.7488,48.06765
1237668589187301427,187.7177,16.75885,0.003134863,17.31713008880615,12.179,771.605,11.769,244.1406,11.683,236.6864,14.6496,12.86304,12.17257,11.80481,11.54819,3063259323698257213,12.18512,36.54015
1237661852016771176,217.3923,40.93399,0.008807775,19.2300033569336,16.737,40.5696,15.353,0.0,15.258,0.0,18.17348,17.0974,16.73137,16.56421,16.46217,6374786049304953761,16.68893,8.5505
1237657613412335797,174.1103,58.19138,0.004038969,15.551194190979,16.084,37.18025,14.179,0.0,14.002,0.0,14.93071,14.00158,13.56029,13.34124,13.14961,6374399043760554122,13.60371,39.95111
1237656906350723254,349.9918,-0.9855592,0.0121276,18.509844779968248,16.247,49.59333,15.576,45.65376,14.824,0.0,17.58156,16.53143,16.22444,16.06042,15.95049,3784151923426338473,16.14926,8.263964
1237667254552690871,185.0649,30.36031,0.002355031,19.527818044026702,16.373,46.27701,15.54,0.0,14.877,0.0,17.82411,16.18258,15.63307,15.32777,15.05043,3071738757371668338,15.9244,19.99566
1237662194533925048,207.4084,40.06321,0.008486859,18.444110234578464,16.037,74.31629,14.229,0.0,14.02,0.0,17.17872,15.93112,15.39565,15.14985,14.95068,3239216368713736837,15.3573,11.81253
1237659149923778745,227.1396,52.29614,0.008277473,16.0545787811279,14.391,0.0,14.766,41.09138,13.697,0.0,15.25717,14.18924,13.75092,13.54992,13.4073,6374997209224579632,13.65269,24.96449
1237659324410888378,227.113,50.91101,0.01265184,19.3559532165527,16.382,41.09138,15.489,0.0,14.976,0.0,18.50808,17.44897,16.97673,16.74298,16.56176,6374997221035737956,16.97172,5.919614
1237655469672825019,228.8942,2.248284,0.006358,18.8413524627686,13.926,102.0304,13.265,69.44444,12.733,152.4158,15.89262,14.1459,13.42127,13.08102,12.81354,6382772944716695616,13.51483,23.74703
1237662530605023264,218.9163,13.16994,0.005911055,16.197416305542,16.694,31.21001,14.996,0.0,14.931,0.0,15.83151,14.81991,14.24091,14.46854,14.58311,6383511788613272131,14.02398,52.45501
1237668589722992828,184.8695,17.23046,0.003065184,18.50702730814613,15.677,54.86968,15.092,41.09138,13.917,0.0,16.30946,14.91078,14.27454,13.97875,13.80007,3229329560156768830,14.19341,29.06863
1237664337180950717,181.6377,36.79374,0.00862838,19.4090509414673,16.554,55.69168,15.87,40.5696,15.176,0.0,18.23994,17.0763,16.56896,16.33315,16.14115,6374680586383002788,16.48473,9.774098
1237668496850485382,163.6296,17.28475,0.003688272,14.744296391805031,15.041,71.81844,14.329,57.3921,13.995,96.11687,14.42446,13.29958,12.804,12.56367,12.38918,3084158840719028216,12.79129,33.95482
1237667212675514406,181.316,30.85563,0.002028272,16.3040199279785,15.317,53.27935,14.991,28.29335,13.606,0.0,15.13458,14.42208,14.04585,13.90376,13.75293,6374856458851322946,14.20856,23.53224
1237668624086270144,185.2034,17.48722,0.00472779,17.9928073883057,15.423,60.09255,14.904,51.75716,14.515,57.3921,16.13358,14.45514,13.7528,13.41162,13.25391,3229329560156772036,13.66246,37.06486
1237661950260215908,198.2431,12.47798,0.01114659,17.739803314209,15.527,222.7667,15.127,98.0296,14.556,113.1734,16.79534,16.234,15.96026,15.98859,15.90391,6378761972471565016,16.09203,5.17094
1237661126150389953,128.4274,27.71208,0.007438774,16.440685272216797,15.443,118.1474,14.898,76.94675,14.806,50.29928,15.77979,14.79203,14.37479,14.16913,14.01567,3715542397853106907,14.4016,17.72158
1237664817673273519,172.8522,35.94665,0.008351995,17.7620735168457,16.439,56.53231,15.26,0.0,14.981,0.0,17.18145,16.38215,16.05506,15.90239,15.79289,6374645388052274039,16.05727,13.82118
1237661055281725581,49.57877,41.46926,0.0117851,21.35166015625002,13.597,540.8328,12.997,297.2652,12.806,277.7778,18.03625,15.98475,15.02314,14.4865,14.10121,2483596793532649286,15.13435,6.907343
1237652600102322371,321.9731,-7.020533,0.01177621,17.87420129776,15.714,49.59333,15.612,23.5649,14.05,0.0,16.71185,15.86053,15.46987,15.32688,15.15119,3883934802668163615,15.33794,13.37817
1237658492818948135,186.3423,10.0168,0.003164893,15.2065086364746,13.529,87.34387,12.99,42.16563,12.501,135.2082,14.63584,12.99453,12.15092,11.74993,11.41688,3063188954954080850,11.9398,56.78772
1237661813884780547,183.307,13.52279,0.007215925,18.1047501564026,15.845,66.09822,15.341,49.59333,15.146,48.22532,17.26564,16.43637,16.07661,15.95841,15.7932,2488804080601802630,16.02131,7.370137
1237649962456842438,53.95043,-6.717617,0.01259685,18.60362720489505,16.588,27.41153,14.656,0.0,15.289,29.21841,16.88018,15.88819,15.4475,15.25812,15.11212,2423396332890758989,15.7638,17.20415
1237661873478828067,189.9205,45.435,0.01254013,18.3425102233887,16.647,42.16563,15.26,0.0,14.874,0.0,17.93854,17.08123,16.85029,16.78324,16.6729,6374539845673421593,16.79813,5.293355
1237661418748641373,210.7668,55.70802,0.007076702,20.4349873860677,16.529,43.28255,15.565,46.27701,14.762,0.0,17.66701,16.10993,15.44641,15.1839,14.97048,3070929516813620450,15.84639,22.10531
1237657070091567119,41.60488,-0.4986893,0.005081682,13.352144241333,14.159,46.27701,13.322,30.18959,12.744,90.70295,12.75142,11.82251,11.27231,10.96574,10.81525,3146962944895489403,11.11186,68.31166
1237654601019686930,134.3354,2.921314,0.01299211,16.03058767318725,12.237,104.1233,11.51,54.06574,10.841,236.6864,14.60304,12.56482,11.6021,11.11172,10.69133,2928362441107579755,11.58836,44.85269
1237665532246950088,209.599,25.54986,0.008680613,16.3274307250977,15.863,78.31467,14.564,0.0,14.187,0.0,16.01074,15.34226,15.0348,14.89913,14.80805,6378550798593296047,15.01116,14.26972
1237661851481669818,222.1152,38.87574,0.006069712,18.9236669540405,16.115,76.94675,14.851,0.0,14.712,0.0,17.44299,16.52765,16.11869,15.92765,15.79071,6374786077222240540,16.40054,7.953116
1237658303813451977,150.8821,55.52252,0.00449566,19.2629776000977,16.695,26.84636,16.127,26.84636,14.768,0.0,17.82706,16.64335,16.22865,16.00686,15.88007,2486165252697235333,16.15803,9.874593
1237661959370571978,209.2978,50.43571,0.006218608,18.168981552124,13.922,0.0,13.588,164.3655,12.92,0.0,16.90941,15.57227,14.86393,14.49692,14.20941,6374574960252291038,14.77512,15.99006
1237655126621225164,187.675,5.87878,0.007710032,18.749080657958977,16.602,38.10395,14.986,0.0,15.01,0.0,17.98586,17.12,16.88479,16.8128,16.68329,3222503791971533469,16.84982,5.621378
1237661949718692045,187.348,12.45079,0.00149446,19.692519187927275,16.525,41.62331,15.02,0.0,14.735,0.0,17.33992,15.77469,15.08943,14.74709,14.55058,2499429760974725183,15.08335,24.58792
1237664818742951977,161.4974,34.96487,0.00659248,16.4296932220459,13.477,152.4158,12.889,110.8033,12.142,0.0,15.5836,14.00888,13.34265,13.0017,12.67738,3228027738389486967,13.45085,17.4467
1237660671430426831,159.3473,12.15656,0.009573624,17.234874089558932,15.672,79.71938,14.868,51.02041,13.893,0.0,16.37331,15.38883,14.96364,14.75373,14.62414,3155794222291878374,14.93318,15.15765
1237658612513112067,154.1176,45.32156,0.005523011,16.502201716105134,14.607,236.6864,14.077,204.0816,13.875,152.4158,15.5491,14.85854,14.53547,14.46594,14.29465,3804875518584557070,14.67073,10.25594
1237661066018095314,129.3978,7.808634,0.006675628,17.572040557861325,15.598,120.7584,14.5,0.0,14.424,0.0,17.13775,16.17978,15.89627,15.74825,15.67082,2884100501021927326,15.85222,8.520402
1237663531875958826,140.3753,64.23871,0.004768224,16.2012462615967,15.939,84.16801,15.136,70.61648,15.249,39.0625,16.02571,15.55363,15.51981,15.76638,15.66067,6373519464523106608,15.42446,10.991
1237662195599278292,181.9703,43.11105,0.002126306,18.08888721466065,15.874,81.16225,14.633,0.0,14.219,0.0,16.65581,15.6341,15.18963,14.94963,14.8342,2488557789999271879,15.09346,17.81342
1237664835927670963,130.0946,23.53967,0.01205729,15.7765636444092,13.904,251.9526,13.157,187.6525,12.901,222.7667,15.65164,13.85694,13.04437,12.6292,12.27185,3718708991341108913,12.9357,27.66306
1237666340799709400,16.94352,1.063676,0.002152279,16.531866073608377,16.952,20.4746,15.426,0.0,15.171,0.0,16.04393,15.0805,14.80466,14.70175,14.75471,3054709521280670207,14.74683,28.67902
1237661069243121677,138.1078,9.955516,0.007081104,17.0645275115967,15.964,29.53686,15.472,26.84636,13.744,0.0,16.21094,14.91288,14.29721,14.01333,13.89456,6377741613867730142,14.32519,28.64136
1237661852016771194,217.3929,40.89148,0.009004036,17.3230752944946,15.546,0.0,15.912,46.91312,14.947,0.0,17.25633,16.18957,15.87045,15.7093,15.6239,6374786058968633687,15.87547,10.66706
1237667255607034074,136.0202,22.06158,0.01037601,17.0191764831543,15.087,0.0,15.398,43.28255,15.424,23.5649,16.20881,15.17165,14.76171,14.57261,14.41069,3721347819247769378,14.78054,17.30873
1237660670351310960,147.0033,9.97096,0.01039793,19.3620166778564,16.061,43.28255,15.636,37.18025,14.751,46.27701,17.56573,16.29778,15.74506,15.48336,15.27919,6382667395897492365,16.06612,9.269855
1237661068171673641,143.5116,10.10871,0.01049027,18.4656581878662,12.519,123.4568,12.065,78.31467,11.522,141.7234,15.3798,13.58244,12.72952,12.36598,12.02646,3124480131132822235,12.88732,16.2844
1237668494168359060,169.1616,15.72732,0.01261968,17.3932991027832,15.249,88.99964,14.609,42.71861,14.162,76.94675,16.34614,15.33444,14.8508,14.62692,14.41841,6379043434563373000,14.77704,14.18166
1237665442068431070,233.8295,20.84238,0.01009498,16.8992493947347,14.805,0.0,15.221,21.042,13.962,0.0,15.90529,14.73562,14.1945,13.89784,13.72882,3873027647521949333,14.19847,26.57492
1237661974399484128,184.5601,6.603643,0.008555035,19.281190872192376,14.683,0.0,15.247,13.12749,13.855,0.0,16.63519,15.15197,14.49534,14.16057,13.9075,3158010837733486021,14.41638,25.27596
1237662226225234033,214.8267,37.02262,0.009469607,17.376359303792334,15.887,98.0296,15.552,50.29928,14.124,0.0,16.70203,15.58111,15.16308,14.97997,14.78726,3125148634403844139,15.11247,16.05008
1237658629695275065,186.9218,12.3159,0.003716861,18.298257827758775,14.043,236.6864,13.291,152.4158,13.415,110.8033,15.30011,13.66959,13.02095,12.66283,12.39449,2499429760974723462,13.1958,35.61476
1237657874328453165,139.1393,39.87279,0.008892559,15.6534185409546,15.521,118.1474,14.868,85.73388,14.629,74.31629,15.68896,14.36594,13.89042,13.66466,13.55575,2485461565255454697,14.26393,30.62187
