,objID,ra,dec,type,petromag_r,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,redShift,redshiftUncertainty,redShiftWarning,redShiftWarningText,petror90_r
0,1237648673971437623,189.52228,-0.027016383,3,13.87008,16.32763,14.72128,13.88051,13.46587,13.15041,0.01251297,1.123234e-05,0,OK,21.94494
1,1237648673994637807,242.43318,-0.11512294,3,17.2724,18.59342,17.56909,17.2373,17.23942,18.17512,0.005018893,1.212132e-05,0,OK,14.93833
2,1237648675068903947,243.6373,0.82163553,3,14.64123,16.6202,14.87781,14.55383,14.57426,15.27669,0.006617586,2.337325e-05,0,OK,37.91467
3,1237648702969348436,190.01199,-1.0507696,3,21.48359,21.53245,21.35221,21.34199,21.52991,22.24751,0.005298289,9.554308e-06,0,OK,1.424731
4,1237648702975180927,203.22969,-1.1594902,3,14.06122,15.95173,14.6637,14.05966,13.76302,13.55583,0.0126869,1.097585e-05,0,OK,17.50345
5,1237648702977343535,208.22692,-1.11463,3,12.12966,14.06557,12.77967,12.14515,11.75792,11.65058,0.004585617,2.018317e-05,0,OK,72.89983
6,1237648702979375194,212.90746,-1.1561632,3,13.16526,14.93959,13.75986,13.27385,12.89334,12.70928,0.005095313,1.067038e-05,0,OK,68.6096
7,1237648702984683605,225.00545,-1.091117,3,14.9831,16.32475,15.41002,15.00167,14.84394,14.72891,0.006297647,5.120965e-06,0,OK,15.02518
8,1237648703507660888,193.22164,-0.82259414,3,16.73862,18.28052,17.10785,16.73526,16.55063,16.4335,0.004755149,1.764526e-05,0,OK,14.63838
9,1237648703508119858,194.27943,-0.8076305,3,17.5513,18.85851,17.89315,17.57816,17.42415,17.35668,0.009409807,1.051833e-05,0,OK,10.27304
10,1237648703519326351,219.95832,-0.71816513,3,13.04515,14.86331,13.66733,13.52052,13.65573,14.4236,0.005896949,3.614047e-05,0,OK,109.6407
11,1237648703519326352,219.95846,-0.70636323,3,24.80194,18.18669,18.47326,24.80204,24.36181,22.82691,0.005982158,9.138187e-06,0,OK,4.296483
12,1237648703519326353,219.95704,-0.71846387,3,19.19771,20.89076,19.56155,19.05468,18.81225,18.49508,0.005928509,3.954324e-05,0,OK,1.53705
13,1237648703525945748,235.07707,-0.81251353,3,16.45984,18.56099,16.96014,16.45634,16.22913,15.99932,0.0125234,6.203993e-06,0,OK,9.876458
14,1237648704044794112,193.91204,-0.26490299,3,16.40364,17.16641,16.48527,16.15789,16.24771,16.5184,0.00370914,5.848213e-06,0,OK,22.21952
15,1237648704046563336,197.85979,-0.24973076,3,13.32401,15.45389,13.86871,13.12595,12.7627,12.46776,0.01277295,1.061525e-05,0,OK,35.95747
16,1237648704048529754,202.35512,-0.39904381,3,15.81273,17.37449,16.17547,15.77175,15.62059,15.85242,0.01079305,6.548415e-06,0,OK,22.0577
17,1237648704049053815,203.64812,-0.35324483,3,15.14011,16.4687,15.48444,15.14201,15.00648,14.84868,0.01263419,6.063693e-06,0,OK,13.60457
18,1237648704049512499,204.60866,-0.22762131,3,13.43,15.92777,14.09266,13.31986,12.92677,12.65599,0.01239225,5.78229e-06,0,OK,21.89108
19,1237648704054296626,215.599,-0.38770336,3,12.01651,14.27361,12.96516,12.36224,12.00843,12.22215,0.005515854,1.12222e-05,0,OK,87.73666
20,1237648704055673107,218.72583,-0.3426522,3,16.73039,17.90221,17.09666,16.78901,16.65128,16.63117,0.006004397,5.424788e-06,0,OK,10.68054
21,1237648704056197681,219.91945,-0.30254253,3,16.49991,17.97872,17.00286,16.74746,16.53435,16.30511,0.006050064,1.100472e-05,0,OK,18.80703
22,1237648704056262741,220.04478,-0.29398463,3,18.40372,18.77682,18.7614,18.30531,18.96377,18.80743,0.006549815,4.834387e-06,0,OK,1.256223
23,1237648704056328322,220.23482,-0.31817036,3,11.6736,14.53906,12.81322,11.62901,11.04857,10.62917,0.005755075,1.056441e-05,0,OK,51.96191
24,1237648704056524892,220.69137,-0.3510785,3,14.08506,15.59201,14.57665,14.14816,13.95194,13.83326,0.005678178,4.626054e-06,0,OK,20.69316
25,1237648704056918077,221.54637,-0.22296552,3,11.50894,14.30333,12.53998,11.68977,11.24707,10.93075,0.005535014,5.401018e-06,0,OK,46.09499
26,1237648704059605287,227.69682,-0.34833315,3,16.08372,17.40063,16.31422,15.9805,16.15512,15.76936,0.007202491,5.135042e-06,0,OK,17.94836
27,1237648704062423712,234.0645,-0.34940493,3,17.47262,18.90729,17.84854,17.42991,17.24517,17.0279,0.01000118,1.440954e-05,0,OK,12.34644
28,1237648704576946202,183.06137,0.072311613,3,15.62623,16.73566,15.84482,15.65576,15.61498,15.50557,0.007831382,4.220996e-06,0,OK,8.01702
29,1237648704578846903,187.4952,0.027217958,3,15.59582,18.14037,16.5964,15.67611,15.25679,14.88714,0.008045804,7.0985e-06,0,OK,8.812491
30,1237648704580223169,190.61562,0.048208922,3,16.55643,17.62543,16.84462,16.56163,16.43825,16.34171,0.005102077,5.998737e-06,0,OK,13.67001
31,1237648704581664772,193.80272,0.11666026,3,13.23921,15.71422,14.09336,13.47029,13.2293,13.25774,0.004402257,1.255931e-05,0,OK,54.81316
32,1237648704586580210,205.13242,0.0063031447,3,16.06446,17.46375,16.4018,16.00213,15.81155,15.66194,0.01237381,6.486546e-06,0,OK,18.87889
33,1237648704593068568,219.92758,0.056193634,3,17.73167,18.99134,17.95382,17.69674,17.48648,17.57262,0.005732589,8.645712e-06,0,OK,9.356831
34,1237648704593133726,220.06366,0.20670606,3,16.19972,17.70953,16.62706,16.21041,16.04868,15.95152,0.006228141,5.42765e-06,0,OK,11.63928
35,1237648704596017571,226.67071,0.076736997,3,16.99448,19.09935,17.70608,17.06143,16.79598,16.58546,0.00554662,3.716945e-05,0,OK,10.80024
36,1237648705114406969,184.47837,0.43481687,3,21.04742,22.45016,21.91235,20.87991,20.00669,19.57532,0.00313879,1.883146e-05,0,OK,1.530901
37,1237648705114800193,185.27933,0.4613369,3,17.26962,18.13404,17.43918,17.24961,17.18066,17.11399,0.006317841,4.451309e-06,0,OK,5.427557
38,1237648705114996928,185.79147,0.42706165,3,17.65828,18.7085,17.92186,17.65836,17.57373,17.51585,0.008075255,6.594532e-06,0,OK,8.972589
39,1237648705116504170,189.18628,0.56337807,3,17.50024,18.61726,17.82775,17.54557,17.43004,17.30188,0.012473,5.358217e-06,0,OK,6.180626
40,1237648705120763908,198.89888,0.49220969,3,14.91088,16.52468,15.33242,14.84535,14.57595,14.47358,0.0102017,3.387344e-05,0,OK,16.95794
41,1237648705128104108,215.66765,0.61142891,3,19.72266,26.26683,20.96025,19.77817,18.99155,18.63726,0.001488926,2.812822e-05,0,OK,6.23883
42,1237648705128759433,217.15767,0.55314394,3,14.67844,16.46681,15.2365,14.68592,14.41944,14.22242,0.005144823,1.270355e-05,0,OK,16.94771
43,1237648705132625937,225.9819,0.43213741,3,16.7491,16.88236,16.60585,16.60178,16.74228,16.68555,0.005289246,5.276882e-06,0,OK,7.787261
44,1237648705132625938,225.98428,0.42961035,3,16.91557,17.37535,16.66931,16.4419,16.51455,16.5046,0.005270182,5.395576e-06,0,OK,17.00946
45,1237648705134264658,229.73769,0.51569182,3,17.60045,19.18421,18.00978,17.58512,17.38617,17.2926,0.006947624,4.750477e-05,0,OK,9.094854
46,1237648705652195459,186.58038,1.019617,3,16.31869,17.6926,16.63604,16.31267,16.17186,16.08287,0.004153254,-1.0,0,OK,17.14765
47,1237648705653112997,188.62759,1.0115073,3,17.72375,19.26283,18.18674,17.74439,17.52324,17.44672,0.007539892,7.503764e-06,0,OK,5.717115
48,1237648705653637245,189.76032,0.84973103,3,16.51961,17.86287,16.93966,16.58681,16.46641,16.35438,0.005315727,6.10623e-06,0,OK,10.72225
49,1237648705655603209,194.25135,1.0285675,3,15.16627,17.33346,15.66116,15.30042,15.13051,15.34356,0.009237488,1.574825e-05,0,OK,47.12695
50,1237648705668776286,224.47133,0.93422315,3,20.7119,22.10492,21.30144,20.58696,20.1933,19.80593,0.006237303,1.717179e-05,0,OK,1.259356
51,1237648705669169530,225.25357,1.0138352,3,17.35949,18.70421,17.74599,17.27943,17.05282,16.95534,0.005791203,1.516865e-05,0,OK,14.35955
52,1237648705669431585,225.95914,0.97811147,3,16.16234,17.44596,16.45208,16.17002,16.06544,15.89495,0.006974228,9.305196e-06,0,OK,15.2576
53,1237648720152953054,170.8297,-0.92261307,3,13.84846,15.6967,14.54417,13.93324,13.61623,13.33464,0.008728048,6.387572e-06,0,OK,22.39525
54,1237648720153411631,171.80101,-0.99467952,3,14.91363,16.36442,15.32437,14.91097,14.73775,14.73396,0.003222728,5.929314e-06,0,OK,24.10602
55,1237648720159965190,186.72758,-0.87755874,3,12.838,15.08337,13.43261,12.63721,12.23734,11.96783,0.007084649,8.936758e-06,0,OK,31.73313
56,1237648720159965325,186.76864,-0.90569574,3,15.27186,16.57376,15.63205,15.35274,15.19597,15.18451,0.007346148,5.521278e-06,0,OK,21.30955
57,1237648720163504429,194.93807,-0.87130073,3,17.48643,18.87869,17.76494,17.39064,17.24581,17.20522,0.004120854,3.512094e-05,0,OK,9.422668
58,1237648720165470265,199.42994,-1.0010418,3,15.80673,16.80094,15.93178,15.68923,15.49877,15.5427,0.004145569,2.793502e-05,0,OK,23.5179
59,1237648720165535836,199.44263,-1.0376046,3,15.85874,17.01479,16.13757,15.78963,15.67757,15.58204,0.004287765,1.148174e-05,0,OK,14.58503
60,1237648720167174259,203.27226,-1.035819,3,12.59126,15.37358,13.42616,12.50682,12.0755,11.8035,0.01234626,4.723745e-06,0,OK,30.84175
61,1237648720177725578,227.39001,-1.0215274,3,17.06224,17.94975,17.15756,16.79135,16.61843,16.49963,0.006197183,5.898534e-06,0,OK,9.337774
62,1237648720673702520,134.01268,-0.4897197,3,17.57924,19.26062,18.00852,17.57626,17.37086,17.16718,0.008983347,1.29844e-05,0,OK,10.23653
63,1237648720673767456,134.07802,-0.44150027,3,14.4793,16.36497,14.99944,14.41204,14.07973,13.81489,0.01269793,1.467484e-05,0,OK,11.6153
64,1237648720678158635,144.10962,-0.57136802,3,15.26701,16.96969,15.70884,15.22989,15.0055,14.85221,0.01268636,1.287625e-05,0,OK,19.0405
65,1237648720679272630,146.61904,-0.43432227,3,15.48537,17.15092,15.95998,15.44168,15.17762,15.00036,0.006036635,6.190809e-06,0,OK,12.42543
66,1237648720692838659,177.64181,-0.53772907,3,16.73873,18.04145,16.90798,16.67686,16.58119,16.61339,0.00611839,5.658239e-06,0,OK,9.830846
67,1237648720694476862,181.33292,-0.48019545,3,17.04489,18.28417,17.33979,17.04154,16.85414,16.80172,0.004573757,7.592805e-06,0,OK,8.044661
68,1237648720697884916,189.2168,-0.589419,3,19.62649,19.872,19.28671,19.62432,20.49527,20.31943,0.008531255,4.649411e-06,0,OK,3.186598
69,1237648720697884917,189.21614,-0.58767769,3,17.36939,18.96968,17.65746,17.30494,17.1213,17.48009,0.008552541,2.088378e-05,0,OK,10.27163
70,1237648720698146893,189.82808,-0.53195024,3,11.97068,13.42239,12.35937,11.94434,11.69741,11.57951,0.003554552,1.015321e-05,0,OK,67.21996
71,1237648720698671128,190.96212,-0.56121756,3,12.8482,14.7483,13.47043,12.87168,12.54543,12.53884,0.008742236,1.313025e-05,0,OK,39.90769
72,1237648720698867721,191.38328,-0.53571473,3,13.0416,14.73675,13.62925,13.10577,12.85584,12.6727,0.005418549,1.176362e-05,0,OK,29.44683
73,1237648720698867902,191.44958,-0.43224442,3,16.9014,17.96031,17.09888,16.90992,16.76403,16.73141,0.005559985,5.761771e-06,0,OK,10.44479
74,1237648720707059790,210.17899,-0.50570135,3,15.21173,16.6345,15.56739,15.17828,15.00189,14.88338,0.01155612,6.375421e-06,0,OK,16.5098
75,1237648720711385386,220.09704,-0.56232834,3,17.60201,19.38968,18.0034,17.61784,17.45474,17.40866,0.00595112,4.287953e-05,0,OK,7.5243
76,1237648720711712783,220.6987,-0.49837507,3,17.03142,18.38786,17.40228,17.09004,16.90431,16.9342,0.005957456,4.764611e-06,0,OK,10.22655
77,1237648720713220189,224.23498,-0.56159079,3,20.81448,24.9193,21.57045,20.8106,20.04722,19.54646,0.001341446,9.555565e-05,0,OK,2.273413
78,1237648721209065583,130.48618,-0.060011778,3,16.97572,18.41003,17.36144,16.98105,16.91334,16.73282,0.01016996,5.438959e-06,0,OK,10.43131
79,1237648721212474143,138.3436,-0.072427174,3,20.0148,22.57612,21.20871,19.84285,19.39336,18.90515,0.002890412,7.639935e-06,0,OK,4.290936
80,1237648721222303890,160.73099,-0.14028242,3,16.71443,17.93287,16.92676,16.47318,16.26941,16.10011,0.007884246,6.457812e-06,0,OK,6.930262
81,1237648721225187390,167.35544,-0.097731256,3,13.82968,16.20364,14.70454,13.87358,13.48893,13.19789,0.01281893,1.589081e-05,0,OK,21.20359
82,1237648721235083435,189.97961,-0.13871907,3,21.164,22.41751,21.36476,21.00862,21.36821,22.28179,0.01017225,1.172589e-05,0,OK,1.393528
83,1237648721235148867,190.07571,-0.18507287,3,16.06931,17.43299,16.51093,16.14409,15.97088,15.87486,0.01255981,5.899406e-06,0,OK,7.842335
84,1237648721236656415,193.52145,-0.10119913,3,15.92256,17.75775,16.45734,15.87684,15.70627,15.48912,0.003188187,3.402023e-05,0,OK,21.7352
85,1237648721237377109,195.24442,-0.027537806,3,12.22865,14.44779,13.18496,12.53171,12.27693,12.11641,0.003970908,5.664528e-06,0,OK,40.22174
86,1237648721237377119,195.24222,-0.024965815,3,14.86312,15.68493,15.12581,14.66878,14.33795,14.14979,0.003921918,8.764955e-06,0,OK,26.28004
87,1237648721247076619,217.39419,-0.01827286,3,14.06449,15.47216,14.38393,14.02825,13.83624,13.80706,0.005175699,5.420313e-06,0,OK,30.75893
88,1237648721248845970,221.31598,-0.1594907,3,15.12113,16.7968,15.62063,15.11072,14.9177,15.58371,0.005550537,1.43632e-05,0,OK,18.93617
89,1237648721747509421,134.16946,0.37502751,3,14.62106,16.20271,15.06171,14.67285,14.50708,14.49904,0.008397252,1.027216e-05,0,OK,22.79124
90,1237648721747836950,134.81541,0.39164031,3,15.75662,16.81978,15.89504,15.50183,15.31703,15.1465,0.01138677,5.995952e-06,0,OK,7.614358
91,1237648721753407902,147.63041,0.40751089,3,19.1236,20.36307,19.56225,19.27759,19.09766,18.92128,0.006327039,8.496392e-06,0,OK,23.55737
92,1237648721771167815,188.11647,0.39066679,3,13.2042,15.3237,14.02142,13.66437,13.46055,14.89174,0.00505075,5.802809e-06,0,OK,102.677
93,1237648721771692253,189.32817,0.21340928,3,20.63808,22.03624,21.03897,20.48972,20.19585,19.75632,0.002878178,3.803202e-05,0,OK,1.37949
94,1237648721771954246,189.87235,0.28516597,3,17.38634,18.78377,17.81423,17.4035,17.20472,17.17207,0.009966521,5.873e-06,0,OK,8.094818
95,1237648721791222361,233.90053,0.37531489,3,17.14932,17.99854,17.04234,16.65132,16.50022,16.40463,0.006821776,4.444094e-06,0,OK,16.25708
96,1237648722285297958,136.21096,0.74338173,3,17.235,18.37273,17.37079,17.00882,16.82002,16.70165,0.01268879,6.225059e-06,0,OK,5.760966
97,1237648722289295527,145.32091,0.77109766,3,17.16045,18.8707,17.73044,17.25029,17.03725,16.85639,0.00658949,6.01168e-06,0,OK,5.740518
98,1237648722290606136,148.33426,0.69772982,3,12.61993,15.59692,13.63111,12.68646,12.18591,11.81143,0.01255482,6.540397e-06,0,OK,20.9045
99,1237648722291196120,149.70765,0.83669177,3,16.13944,17.82279,16.5906,16.04563,15.76099,15.53796,0.0126812,1.071364e-05,0,OK,17.45546
100,1237648722296242267,161.23336,0.74261784,3,18.63584,19.10999,18.40685,18.56111,18.96928,19.14018,0.005347809,4.414325e-06,0,OK,2.04069
101,1237648722304958639,181.05224,0.80257168,3,16.69526,18.12121,17.10828,16.74372,16.55709,16.42124,0.009787623,7.090042e-06,0,OK,7.812121
102,1237648722306728088,185.14071,0.78821212,3,14.44631,15.96362,15.00949,14.40174,14.18625,14.14376,0.00707815,6.667559e-06,0,OK,30.35132
103,1237648722307711257,187.38655,0.83964062,3,19.00111,19.58406,18.99932,18.6532,18.82249,19.0634,0.007515972,8.455567e-06,0,OK,5.309121
104,1237648722310398017,193.55247,0.80252202,3,15.5076,17.02758,15.93848,15.58224,15.38686,15.25574,0.003974337,6.66559e-06,0,OK,12.1571
105,1237648722322194478,220.45285,0.68698536,3,14.43993,16.10181,15.04963,14.40126,14.29108,14.35274,0.00628506,1.344447e-05,0,OK,33.09118
106,1237648722322260138,220.6956,0.66173094,3,15.00646,16.47631,15.4136,14.97834,14.78242,14.63968,0.006060254,1.064442e-05,0,OK,25.21161
107,1237648722325143976,227.26786,0.8219738,3,15.85852,17.67044,16.5098,15.90779,15.6113,15.4169,0.005489794,7.696942e-06,0,OK,13.59249
108,1237648722325537083,228.13224,0.81258204,3,15.55349,17.26229,16.0533,15.48051,15.16172,15.09988,0.006153071,1.614971e-05,0,OK,18.71925
109,1237648722827608241,148.64447,1.1140558,3,17.79039,19.26286,18.1316,17.75721,17.49191,17.31719,0.01258564,5.866663e-06,0,OK,5.263823
110,1237648722835996836,167.72626,1.0919902,3,15.64807,16.56043,15.69965,15.50407,15.44177,15.49874,0.003313482,3.96877e-06,0,OK,22.20072
111,1237648722840846413,178.90387,1.2372037,3,13.11094,15.65211,13.85529,13.30946,12.9847,12.92803,0.006288003,1.344667e-05,0,OK,59.48714
112,1237648722845565086,189.59047,1.2020999,3,17.31721,18.6441,17.7082,17.3419,17.1872,17.03762,0.004151508,7.265687e-06,0,OK,6.671743
113,1237648722845761621,190.11287,1.1969253,3,12.48865,15.02618,13.19534,12.42564,12.01999,11.72681,0.006215455,4.686436e-06,0,OK,28.13907
114,1237648722848186575,195.66995,1.074139,3,16.96488,17.36401,16.65665,16.38332,16.5177,16.58151,0.003015136,7.401174e-06,0,OK,11.50992
115,1237649918435262751,30.008211,12.538321,3,17.55151,19.16378,18.09445,17.50208,17.28595,17.14418,0.01172345,9.597647e-06,0,OK,11.73186
116,1237649918970232929,25.530665,13.293538,3,16.36122,17.61506,16.5512,16.28994,16.19753,16.19231,0.002659677,6.410643e-06,0,OK,12.28764
117,1237649919507234932,25.979705,13.806922,3,19.53313,21.74274,20.02396,19.38302,19.53843,18.94816,0.007976593,1.142686e-05,0,OK,1.612408
118,1237649920042991770,23.24895,14.373696,3,21.02045,21.29687,20.9124,20.88191,21.44143,22.8109,0.002195891,6.472797e-06,0,OK,1.475999
119,1237649921117061251,24.170501,15.086706,3,17.27893,18.74372,17.84072,17.44579,17.26406,17.13603,0.008757947,4.863814e-06,0,OK,8.652939
120,1237649954404761836,22.564257,14.677555,3,16.76032,18.30591,17.05059,16.69964,16.46621,16.5173,0.008169366,5.933988e-06,0,OK,20.74675
121,1237649954405417036,24.101634,14.529637,3,15.82968,17.37324,16.32373,15.79272,15.53423,15.33308,0.008796457,8.520503e-06,0,OK,12.79263
122,1237649961381068943,49.373816,-8.145242,3,15.04092,17.0899,15.63451,15.03707,14.74127,14.54201,0.006807831,2.021487e-05,0,OK,18.33294
123,1237649961382445215,52.465623,-7.6749653,3,17.6605,18.8739,17.87114,17.56999,17.40092,17.2796,0.01252734,1.876603e-05,0,OK,8.861663
124,1237649961917087859,47.396703,-7.957146,3,16.72314,18.31253,17.24173,16.70123,16.46808,16.24977,0.01271308,5.41911e-06,0,OK,10.11048
125,1237649961917153325,47.412821,-7.8461697,3,14.67942,16.59637,14.94349,14.34284,13.96168,13.87998,0.01248552,1.686717e-05,0,OK,25.78124
126,1237649962455400505,50.572796,-7.0906822,3,12.91414,15.0861,13.63918,12.9346,12.57407,12.31182,0.009040033,1.279863e-05,0,OK,29.29802
127,1237649962456842438,53.950428,-6.7176171,3,15.7638,16.88018,15.88819,15.4475,15.25812,15.11212,0.01259685,5.974252e-06,0,OK,17.20415
128,1237649964068700247,56.485244,-5.1421075,3,17.77188,19.17821,18.21053,17.82714,17.62963,17.46276,0.01298686,5.953769e-06,0,OK,5.886727
129,1237650369407483920,178.3088,-3.408914,3,15.93089,17.03518,16.26901,15.99716,15.93501,15.8318,0.004143043,5.470713e-06,0,OK,8.645315
130,1237650369407680641,178.7653,-3.5034077,3,17.4941,18.64341,17.80813,17.48052,17.31953,17.31941,0.004716692,1.585877e-05,0,OK,7.614504
131,1237650369408270425,180.19764,-3.4201111,3,16.11679,17.28135,16.45527,16.19455,16.10308,15.96306,0.004978012,3.328838e-06,0,OK,9.593163
132,1237650369410433125,185.16901,-3.5333467,3,17.30067,18.73628,17.69776,17.33629,17.1516,17.13522,0.01097008,5.113013e-06,0,OK,6.741195
133,1237650369410760819,185.79762,-3.4911223,3,16.45999,17.29965,16.58717,16.40121,16.33818,16.32774,0.01125988,3.872626e-06,0,OK,10.5123
134,1237650369410826274,185.97493,-3.4429425,3,12.19572,15.00618,13.24829,12.418,11.93448,11.60172,0.006685563,9.193219e-06,0,OK,45.45876
135,1237650369414627463,194.73605,-3.3069707,3,17.69206,19.10366,18.04005,17.6958,17.53531,17.42198,0.009571679,1.247278e-05,0,OK,6.141781
136,1237650369414889695,195.27838,-3.3762069,3,16.48384,17.9475,16.68331,16.31939,16.15524,16.02025,0.009670773,8.038092e-06,0,OK,14.90715
137,1237650369948549155,187.95008,-2.9702337,3,15.2376,16.43081,15.55818,15.25344,15.14284,15.01376,0.007776042,4.133283e-06,0,OK,9.422793
138,1237650369949073563,189.18217,-3.0207107,3,16.8343,17.8437,17.01623,16.76725,16.64118,16.58617,0.008245816,1.05798e-05,0,OK,7.568601
139,1237650369952022640,195.84241,-2.9895815,3,17.27475,18.61964,17.62255,17.2876,17.14371,16.99608,0.01242932,5.633774e-06,0,OK,6.149497
140,1237650369952153707,196.13287,-2.9881759,3,15.73751,17.42927,16.10739,15.67598,15.47148,15.48748,0.00426427,9.015886e-06,0,OK,16.52354
141,1237650370481029219,177.98403,-2.6424316,3,14.75687,16.3782,15.27003,14.79488,14.56665,14.36477,0.01292812,9.781284e-06,0,OK,16.12791
142,1237650370481619144,179.30156,-2.6864619,3,18.12719,18.26412,17.98904,18.02154,18.44994,18.42338,0.004649952,5.499339e-06,0,OK,12.53329
143,1237650370481815937,179.79287,-2.5909129,3,16.00902,18.11231,16.51598,16.0304,15.71568,15.68495,0.005150354,2.509198e-05,0,OK,23.51827
144,1237650370485616695,188.44074,-2.6520765,3,20.23975,20.63657,20.23383,20.11733,20.33689,20.60112,0.008266279,5.913056e-06,0,OK,2.1377
145,1237650370486075531,189.44577,-2.5331747,3,16.69913,17.93881,17.08323,16.7524,16.63573,16.51283,0.007896023,5.317943e-06,0,OK,9.43902
146,1237650371022946388,189.51353,-2.2642853,3,14.04594,15.41967,14.39227,14.05342,13.78902,13.57181,0.008643118,5.019235e-06,0,OK,18.63039
147,1237650371024584724,193.1521,-2.0625787,3,16.89293,17.83378,17.04003,16.75315,16.71924,16.62421,0.00940073,4.577095e-06,0,OK,4.565309
148,1237650371025174619,194.48355,-2.1834335,3,17.70688,18.8664,18.00542,17.71066,17.55026,17.40609,0.009698444,5.114813e-06,0,OK,4.609094
149,1237650371554967879,178.42838,-1.6598983,3,16.43056,17.48741,16.55494,16.17208,16.02661,15.94186,0.01096165,1.021423e-05,0,OK,19.13347
150,1237650371561455760,193.14062,-1.7302072,3,15.31318,17.13516,15.87359,15.33456,15.08145,14.95494,0.003767548,1.226027e-05,0,OK,20.1485
151,1237650371561914667,194.23914,-1.6936733,3,17.49294,18.94649,17.85831,17.42225,17.25381,17.12741,0.009716957,1.685309e-05,0,OK,7.611179
152,1237650372095442961,186.54928,-1.3046805,3,14.99784,16.19213,15.15912,14.957,14.78973,14.77771,0.006750463,6.687108e-06,0,OK,20.09328
153,1237650372095443134,186.59411,-1.2550122,3,16.38988,17.19181,16.55257,16.43656,16.50225,16.62849,0.006608162,4.852487e-06,0,OK,19.31886
154,1237650372095770797,187.30852,-1.3560158,3,16.23134,17.76237,16.5824,16.23523,16.05353,15.92895,0.007092588,1.46707e-05,0,OK,11.50514
155,1237650372095836385,187.44266,-1.2950821,3,20.58648,22.54073,20.71439,20.4299,20.2227,19.97961,0.007539904,6.360119e-06,0,OK,1.632116
156,1237650372098523415,193.71301,-1.3642841,3,17.6507,18.87675,17.92947,17.67358,17.52877,17.53617,0.007574753,1.437235e-05,0,OK,11.06552
157,1237650372098654237,193.90559,-1.3298584,3,15.11301,16.67915,15.62965,15.21491,15.0016,14.83352,0.00285163,4.990063e-06,0,OK,16.73733
158,1237650372098654296,193.99222,-1.3493198,3,16.51532,16.60769,16.3027,16.18807,16.26161,16.30268,0.009917573,5.94432e-06,0,OK,16.02785
159,1237650760241316090,176.04413,-3.668636,3,17.6364,19.77813,17.27539,16.98203,16.87774,16.71586,0.004023523,1.067362e-05,0,OK,12.36725
160,1237650760241905753,177.3033,-3.6596236,3,16.11895,17.67416,16.5195,16.04645,15.77591,15.58325,0.005245072,1.212137e-05,0,OK,12.81185
161,1237650760242233498,178.13357,-3.6714513,3,15.58272,16.2323,15.54837,15.43067,15.49935,16.40306,0.005495979,4.571007e-06,0,OK,38.88166
162,1237650760242430019,178.53152,-3.6823642,3,15.52688,16.7773,15.84863,15.56157,15.4149,15.30425,0.004854618,7.562619e-06,0,OK,10.28999
163,1237650760247017775,188.97053,-3.6084157,3,16.83668,18.46773,17.15031,16.83408,16.68305,16.83011,0.008901186,7.173377e-06,0,OK,15.30532
164,1237650760247476356,190.00773,-3.6065524,3,15.54481,16.75142,15.68043,15.51281,15.4221,15.35429,0.008376759,4.768213e-06,0,OK,17.43051
165,1237650760249311410,194.34561,-3.6745183,3,20.10647,20.35418,19.88251,19.96206,19.9795,20.11413,0.01059428,4.639171e-06,0,OK,2.007303
166,1237650760250097751,196.13352,-3.5883505,3,16.19975,16.34327,16.26358,16.48753,16.85565,16.32308,0.004612013,4.225737e-06,0,OK,30.91203
167,1237650760250097815,196.10967,-3.5846236,3,20.1517,20.76844,20.07835,20.01667,20.21985,20.58352,0.004689927,5.2094e-06,0,OK,1.756672
168,1237650760250163208,196.15808,-3.5660655,3,23.68441,19.89321,23.27394,22.96566,21.87519,20.36979,0.004394995,6.447583e-06,0,OK,0.2474664
169,1237650760775958827,170.83518,-3.130799,3,16.85708,18.40537,17.34793,16.92027,16.69256,16.45382,0.009000656,9.99116e-06,0,OK,17.81153
170,1237650760779235456,178.36937,-3.2298046,3,16.37676,17.3593,16.60401,16.37924,16.33871,16.3649,0.00483095,6.086985e-06,0,OK,11.29878
171,1237650760779235506,178.45122,-3.2184954,3,17.42929,18.58208,17.75064,17.44221,17.28686,17.37145,0.004816223,6.212304e-06,0,OK,9.295118
172,1237650760786378971,194.77134,-3.2043648,3,16.84361,18.18864,17.07982,16.83986,16.71894,16.71522,0.01007847,5.028913e-06,0,OK,9.870277
173,1237650761320956037,189.44371,-2.7816425,3,15.98374,17.57793,16.43816,15.96264,15.73703,15.67887,0.003644947,9.626537e-06,0,OK,15.89779
174,1237650761322201203,192.31078,-2.8968305,3,16.97245,18.5871,17.39721,16.93172,16.68433,16.55836,0.01104494,1.052524e-05,0,OK,11.5101
175,1237650761852780558,177.88725,-2.372798,3,16.59447,17.46976,16.81514,16.70308,16.70719,16.69133,0.003524287,5.054595e-06,0,OK,13.16535
176,1237650761852846176,178.15699,-2.4684419,3,15.60871,16.01192,15.6255,15.71665,16.03254,15.98772,0.003533093,4.908584e-06,0,OK,10.16864
177,1237650761853042762,178.60437,-2.319567,3,13.48016,15.32162,14.09578,13.50423,13.19789,12.98198,0.007982176,1.340186e-05,0,OK,38.06561
178,1237650762389258386,177.04433,-1.9891875,3,16.92231,17.99059,17.02812,16.79824,16.77123,16.83747,0.005139465,8.585809e-06,0,OK,11.3056
