dr12objid,RA,DEC,j,jIvar,h,hIvar,k,kIvar
1237649961917153325,47.41282,-7.846169,15.92,53.27935,15.16,44.44444,13.952,0
1237649961381068943,49.37382,-8.145242,15.174,0,15.59,15.87277,14.346,0
1237648721222303890,160.731,-0.1402824,16.563,41.62331,15.968,40.05768,15.092,0
1237648720167174259,203.2723,-1.035819,12.399,168.6625,11.674,98.0296,11.15,330.5785
1237648705128759433,217.1577,0.5531439,14.518,0,15.112,16.25911,14.571,30.8642
1237648704581664772,193.8027,0.1166603,15.619,49.59333,14.917,40.5696,14.668,40.5696
1237648704056328322,220.2348,-0.3181704,12.074,69.44444,11.082,51.75716,10.597,118.1474
1237648704054296626,215.599,-0.3877034,15.754,35.43084,14.949,22.04148,14.711,35.85643
1237648704049512499,204.6087,-0.2276213,13.387,104.1233,12.777,82.64463,12.273,126.2467
1237648702984683605,225.0054,-1.091117,16.079,25,14.286,0,14.022,0
1237651252583399428,233.3661,56.55968,13.907,108.5069,12.977,115.6203,12.9,152.4158
1237651252583334116,233.3523,56.60874,15.643,87.34387,14.896,70.61648,14.592,82.64463
1237652899151478791,32.41051,-10.14627,12.784,84.16801,11.797,76.94675,11.158,210.0399
1237652899151413295,32.33686,-10.13308,12.445,141.7234,11.683,92.45562,11.082,384.4675
1237652899150889022,31.14511,-10.10847,15.995,27.99474,15.734,11.97304,14.123,0
1237652899149250613,27.29519,-10.42665,11.899,918.2736,11.02,1189.061,10.855,692.5208
1237651822172110865,215.0182,3.992798,14.158,31.21001,13.516,22.46131,12.975,34.60207
1237651754542956604,170.3541,3.013952,14.632,46.27701,13.876,46.27701,13.453,78.31467
1237651737384255596,218.1881,2.914944,16.306,16.65973,14.475,0,14.174,0
1237651537649139891,233.3568,56.69905,16.478,42.71861,15.581,47.56243,15.452,0
1237651537649139745,233.5096,56.68571,12.402,307.787,11.657,187.6525,11.167,540.8328
1237651298185838753,260.1073,62.60368,14.825,138.4083,14.141,94.25959,13.98,75.61436
1237651297112948763,259.6298,60.58612,14.627,177.7778,14.027,148.721,13.727,182.615
1237651297112948762,259.6713,60.60812,13.123,160.2307,12.073,160.2307,11.357,493.8271
1237651252044562546,226.3989,59.09378,14.164,0,13.351,0,13.488,210.0399
1237651226782073183,259.0604,60.41221,16.204,54.86968,14.659,0,14.325,0
1237651226781352122,258.0456,61.91493,16.147,44.44444,15.517,22.89325,14.545,0
1237651224634392615,255.3041,60.25146,15.902,29.86055,14.323,0,13.974,0
1237651192424169737,115.4783,38.49826,16.218,94.25959,15.735,36.73094,14.47,0
1237651189753053513,150.504,59.25231,14.308,156.25,13.559,115.6203,13.151,251.9526
1237650760242430019,178.5315,-3.682364,16.187,35.43084,15.744,14.23994,14.366,0
1237650369410826274,185.9749,-3.442942,13.502,32.65306,12.744,18.74028,11.826,115.6203
1237649962456842438,53.95043,-6.717617,16.588,27.41153,14.656,0,15.289,29.21841
1237649962455400505,50.5728,-7.090682,13.711,145.159,13.118,81.16225,12.683,173.1302
1237648721747836950,134.8154,0.3916403,15.784,60.09255,15.154,54.06574,14.624,49.59333
1237648721235148867,190.0757,-0.1850729,16.04,54.06574,15.407,37.18025,15.199,25.5076
1237648721225187390,167.3554,-0.09773125,13.177,0,12.413,0,12.794,108.5069
1237648720698146893,189.8281,-0.5319502,15.987,23.79536,13.849,0,13.768,0
1237648704046563336,197.8598,-0.2497308,14.433,81.16225,13.794,37.63785,13.378,76.94675
1237651754013425716,187.0662,2.700829,15.292,81.16225,14.62,48.90215,14.237,85.73388
1237651736850399485,225.0691,2.300715,15.807,24.26654,15.001,18.26284,14.664,34.60207
1237651539784564764,176.1627,67.95589,13.077,198.3733,12.106,198.3733,11.543,369.8225
1237651537649270889,233.9038,56.4617,13.642,204.0816,12.884,222.7667,12.49,540.8328
1237651252576976940,207.9733,64.37286,16.73,32.65306,14.876,0,14.883,0
1237651252043513873,222.442,60.39853,15.602,44.44444,14.045,0,13.849,0
1237651251482460305,123.3112,45.98946,15.411,115.6203,13.822,0,13.526,0
1237651251482460300,123.3048,45.99469,14,384.4675,13.248,330.5785,13.368,216.263
1237651194568507516,150.596,59.74295,15.97,0,16.11,27.99474,14.992,0
1237651192424890572,116.5825,39.85724,16.561,48.90215,15.065,0,15.083,0
1237650371024584724,193.1521,-2.062579,16.429,60.09255,16.061,21.042,14.914,0
1237648720698867721,191.3833,-0.5357147,15.855,19.40655,13.793,0,13.701,0
1237648720698671128,190.9621,-0.5612175,15.314,40.05768,14.603,23.33777,14.349,40.05768
1237648704056918077,221.5464,-0.2229655,12.924,102.0304,12.285,73.05136,11.866,102.0304
1237648704056524892,220.6914,-0.3510785,15.83,24.26654,15.297,12.8467,13.606,0
1237648702975180927,203.2297,-1.15949,15.42,24.5074,14.505,28.29335,13.263,0
1237652628564934771,7.530473,-11.11362,13.765,84.16801,13.09,71.81844,12.354,182.615
1237652600102322371,321.9731,-7.020533,15.714,49.59333,15.612,23.5649,14.05,0
1237651822715208063,229.3727,3.58554,16.739,25,15.278,0,15.337,0
1237651801769836703,147.4756,0.616293,16.41,37.18025,15.9,30.18959,14.713,0
1237651754010738712,180.9172,2.641184,15.808,21.042,13.934,0,13.681,0
1237651753491431477,221.1019,1.679772,12.018,976.5624,11.269,918.2736,10.937,976.5624
1237651752405565444,193.3385,1.269122,14.613,32.28306,13.98,18.74028,13.593,38.10395
1237651736314904879,228.1725,1.623257,16.675,31.56167,16.028,25.25189,14.785,0
1237651736313725062,225.5146,1.841287,16.074,45.04301,14.519,0,14.226,0
1237651539794526301,228.7717,61.20278,16.292,35.85643,15.066,0,15.003,0
1237651310534066278,259.1989,61.92012,15.544,106.2812,15.041,54.06574,14.887,42.71861
1237651274038771829,138.2682,60.24489,15.38,55.69168,14.702,34.60207,13.679,0
1237651271364182086,188.0064,66.3326,12.672,566.8934,11.86,540.8328,11.614,816.3265
1237651252020183296,124.5059,47.85262,15.498,160.2307,14.038,0,14.626,76.94675
1237651251509788677,232.7703,55.73802,14.98,0,14.993,71.81844,14.062,0
1237651250972852227,231.9606,55.43705,15.1,251.9526,14.54,138.4083,14.296,113.1734
1237651250972786760,232.0175,55.54583,13.315,493.8271,12.504,452.6936,12.316,540.8328
1237651250972000309,229.3546,56.66365,15.756,44.44444,15.051,52.50998,13.944,0
1237651249878401048,141.2318,55.89667,15.801,68.30135,15.346,33.41241,14.104,0
1237651225710034980,259.7087,56.49132,16.147,71.81844,15.646,37.18025,14.606,0
1237651067889909771,183.9994,66.23083,12.222,318.8775,11.66,173.1302,11.334,434.0278
1237651067353038970,184.2076,65.82989,13.797,472.5898,12.978,516.5289,12.873,307.787
1237651066279821325,186.8348,64.80151,12.912,287.2738,12.228,164.3655,11.884,277.7778
1237650762393714856,187.2113,-2.060819,14.804,62.98816,13.903,59.1716,13.39,126.2467
1237650761853042762,178.6044,-2.319567,15.512,35.85643,14.837,17.95461,13.556,0
1237650760241905753,177.3033,-3.659624,16.501,27.70083,15.356,0,15.865,0
1237650370481029219,177.984,-2.642431,15.681,34.19855,15.089,15.87277,14.526,42.71861
1237650369948549155,187.9501,-2.970234,15.767,45.04301,13.986,0,13.836,0
1237650369407483920,178.3088,-3.408914,16.46,29.86055,14.96,0,14.719,0
1237648722325143976,227.2679,0.8219738,16.588,21.042,15.825,13.61637,14.34,0
1237648722310398017,193.5525,0.802522,16.007,34.60207,14.345,0,14.312,0
1237648722290606136,148.3343,0.6977298,12.302,129.1322,11.652,59.1716,10.95,222.7667
1237648721237377109,195.2444,-0.02753781,13.405,0,12.752,0,13.576,36.28974
1237648720159965325,186.7686,-0.9056957,16.936,17.21733,15.097,0,14.741,0
1237648720159965190,186.7276,-0.8775588,13.177,138.4083,12.448,88.99964,11.863,342.9355
1237648704586580210,205.1324,0.006303145,16.819,28.59676,15.53,0,15.188,0
1237648704576946202,183.0614,0.07231161,15.969,46.27701,15.543,25.76722,15.075,31.21001
1237652900765565051,40.39611,-8.173478,16.395,19.92985,14.26,0,14.164,0
1237652901843501141,49.85857,-6.121124,14.141,94.25959,13.589,43.28255,13.038,123.4568
1237651538711740460,181.9484,67.38379,12.872,1275.51,12.224,657.4622,12.003,771.605
1237651065735544848,151.1323,60.10798,13.142,229.5684,12.531,164.3655,12.226,216.263
1237650762389323827,177.21,-2.032265,14.99,0,15.437,24.5074,14.181,0
1237648722845761621,190.1129,1.196925,12.757,110.8033,12.1,82.64463,11.593,210.0399
1237648702977343535,208.2269,-1.11463,16.037,25.76722,14.23,0,14.149,0
1237648673971437623,189.5223,-0.02701638,13.92,84.16801,13.198,48.22532,12.668,204.0816
1237651735767023782,202.9193,1.800053,16.619,33.41241,16.064,19.75309,15.155,0
1237651538708332695,162.666,65.72722,15.184,106.2812,14.303,79.71938,13.989,87.34387
1237651538708332609,162.7625,65.78158,12.835,771.605,12.037,566.8934,11.782,865.0519
1237651538708332570,162.523,65.83762,16.058,75.61436,15.206,53.27935,14.292,0
1237652936177484225,310.462,-4.906965,16.281,55.69168,15.722,32.65306,14.669,0
1237652942097154194,349.6398,13.43831,15.272,132.1179,14.647,108.5069,14.531,57.3921
1237651822718353683,236.5159,3.227657,15.561,38.57876,14.853,40.05768,13.728,0
1237652947992445004,8.511626,-9.705304,12.885,68.30135,12.055,104.1233,11.503,216.263
1237651753486647426,210.1908,2.021989,15.953,24.5074,15.38,14.45734,13.796,0
1237651753479438356,193.6735,2.104468,15.224,24.75186,14.694,15.3787,13.218,0
1237651752938766355,184.9717,1.773502,15.485,78.31467,15.182,35.43084,14.673,44.44444
1237651752404189289,190.2983,1.410317,15.477,20.66116,14.913,17.21733,13.361,0
1237651737906774224,185.2594,3.722143,13.603,78.31467,12.729,85.73388,12.088,123.4568
1237651735748870280,161.5524,1.813282,15.637,29.53686,13.706,0,14.616,28.59676
1237653588481671404,120.6786,40.67854,16.103,58.27167,14.702,0,14.453,0
1237651538707480594,158.1452,65.04109,13.984,74.31629,13.352,51.02041,12.941,164.3655
1237651538185879585,233.5557,57.28532,15.948,78.31467,15.44,34.19855,15.017,40.05768
1237651538184175636,227.9207,59.80892,13.384,141.7234,12.537,110.8033,12.134,287.2738
1237653588484620318,126.5183,45.96761,14.672,277.7778,13.502,0,13.255,0
1237651537633804354,159.5068,64.26637,13.438,416.4931,12.863,287.2738,12.388,472.5898
1237651497365012941,113.2294,39.30588,16.073,0,15.765,46.27701,15.216,0
1237653588484685931,126.825,46.03259,15.019,0,15.19,84.16801,14.171,0
1237651274042507458,153.7517,65.13992,15.147,41.09138,14.543,41.62331,13.279,0
1237651273508651034,170.0515,67.24158,14.707,65.03642,14.101,44.44444,12.882,0
1237651251484950818,128.5841,50.45248,15.521,164.3655,14.921,106.2812,14.687,104.1233
1237651250964004928,195.1455,64.44714,15.464,98.0296,14.79,75.61436,14.573,73.05136
1237651250954108987,147.1733,59.261,14.222,148.721,13.545,198.3733,13.037,277.7778
1237651250952011977,140.0088,56.35659,16.588,53.27935,15.059,0,15.11,0
1237651250950307852,134.7739,53.77169,14.05,145.159,13.323,145.159,13.02,229.5684
1237651249881153539,150.9662,59.43621,13.431,452.6936,12.63,400,12.407,355.9986
1237651225170935989,255.7645,61.04391,14.976,120.7584,14.494,47.56243,14.269,55.69168
1237651212823036156,256.9894,60.99016,13.732,92.45562,13.121,75.61436,12.77,126.2467
1237653614799749192,153.738,59.85321,16.514,56.53231,16.107,30.8642,15.553,24.26654
1237651191887691953,116.5784,39.06685,15.964,60.09255,15.317,46.27701,14.125,0
1237651190289662048,149.0617,59.30717,14.767,55.69168,13.142,0,13.93,58.27167
1237651190286188701,137.6291,54.39471,15.446,123.4568,14.413,0,14.696,68.30135
1237653618545918011,164.7875,61.53064,13.239,182.615,12.441,182.615,11.797,384.4675
1237651189747613911,133.2229,51.39655,16.71,26.03082,15.061,0,15.026,0
1237651189746892897,131.3334,50.23618,16.345,38.57876,15.742,27.12674,14.699,0
1237651067887091821,168.4844,65.17762,15.128,198.3733,14.14,132.1179,13.714,138.4083
1237651065203130479,171.6718,63.48253,15.618,126.2467,15.192,44.44444,14.926,40.05768
1237651065203130387,171.7359,63.42539,12.587,1479.29,11.822,1275.51,11.712,1111.111
1237651065203064912,171.3985,63.46068,15.8,94.25959,14.526,0,14.186,0
1237651065203064903,171.3768,63.44633,12.865,816.3265,12.133,516.5289,11.818,657.4622
1237650372098654237,193.9056,-1.329858,15.966,33.80205,15.602,13.92292,15.165,24.26654
1237652899688284199,32.27147,-9.700378,16.51,34.60207,15.898,24.75186,14.957,0
1237649954405417036,24.10163,14.52964,16.269,67.18624,14.935,0,14.616,0
1237652934034129180,319.5275,-7.715788,16.705,25.76722,15.314,0,14.522,0
1237652900765499433,40.13681,-8.147684,15.464,37.63785,14.831,35.85643,14.567,33.41241
1237648704578846903,187.4952,0.02721796,14.403,182.615,13.638,145.159,13.182,307.787
1237651735772659775,215.863,1.726289,14.165,0,14.845,23.5649,14.473,27.99474
1237654606409760858,183.6606,5.80573,13.646,0,14.14,39.5554,12.668,0
1237654606409826384,183.8264,5.760949,15.021,69.44444,14.591,32.65306,14.233,66.09822
1237654606410154113,184.5284,5.68452,15.422,62.00012,14.561,48.90215,14.327,60.09255
1237654606410219619,184.6787,5.788899,16.187,34.60207,15.603,16.52456,14.242,0
1237654606410219714,184.777,5.725967,14.059,62.00012,13.334,38.10395,12.972,87.34387
1237652900228562993,40.09987,-8.433553,14.279,132.1179,13.534,141.7234,13.293,160.2307
1237648720152953054,170.8297,-0.9226131,14.882,42.16563,13.012,0,13.447,90.70295
1237654609606344867,191.5036,64.56934,16.457,34.60207,14.522,0,14.505,0
1237651190823190575,137.331,54.91193,16.036,30.18959,14.435,0,13.872,0
1237654601023029350,142.0508,3.408376,12.717,204.0816,11.998,110.8033,11.768,236.6864
1237651736833228836,185.736,2.746942,15.428,35.85643,14.922,20.10899,14.472,40.05768
1237654670810546312,152.8245,0.4423973,15.344,58.27167,14.68,32.65306,14.478,45.65376
1237654604787351782,156.6743,3.86194,15.821,30.8642,13.865,0,13.506,0
1237651250435915836,231.4932,55.25061,16.274,61.03515,15.471,54.86968,15.238,48.22532
1237651249885610077,170.8785,63.36723,14.902,268.745,14.186,145.159,14.001,192.9013
1237653650771149010,23.32372,13.33218,16.155,41.62331,14.553,0,14.551,0
1237654608534896736,203.0434,62.76777,13.194,115.6203,12.158,92.45562,11.732,156.25
1237654608534962183,203.0288,62.70067,13.068,216.263,12.175,260.1457,12.012,229.5684
1237648702979375194,212.9075,-1.156163,14.755,0,15.312,14.90735,13.781,0
1237652943175286842,359.9043,14.80779,15.827,33.41241,14.168,0,13.896,0
1237654600489697310,150.1128,3.374414,12.745,297.2652,11.797,244.1406,11.377,244.1406
1237652943705604208,344.5419,14.3085,15.263,0,15.583,30.18959,14.346,0
1237651821637206145,219.5755,3.410324,14.23,37.18025,13.598,23.79536,13.182,56.53231
1237651821636419592,217.6729,3.425745,14.632,126.2467,14.082,71.81844,13.772,126.2467
1237654879127535633,217.4126,3.266297,14.899,79.71938,14.3,67.18624,13.831,104.1233
1237654879127797954,218.1477,3.281132,16.231,28.59676,14.709,0,14.855,0
1237654601022243081,140.3144,3.15109,14.325,0,13.72,0,14.509,44.44444
1237654601557213384,135.9163,3.369799,13.63,126.2467,12.956,102.0304,12.568,123.4568
1237654601557671963,136.9027,3.3929,13.095,60.09255,12.366,57.3921,11.897,104.1233
1237653500431827062,35.24506,-9.528581,16.548,33.02946,16.018,17.65412,14.735,0
1237653586333925387,122.0028,39.16299,15.554,104.1233,14.905,76.94675,14.528,108.5069
1237651736314380648,227.0234,1.651593,15.205,48.22532,13.581,0,14.455,35.43084
1237654602635804804,146.9108,4.821664,16.049,38.57876,15.472,23.79536,14.078,0
1237651736313528355,225.0017,1.891321,12.535,104.1233,11.789,78.31467,11.128,192.9013
1237651736313331932,224.5882,1.845433,15.45,36.73094,14.789,26.84636,14.503,30.5241
1237651735777509640,226.9492,1.292049,15.877,33.41241,15.535,19.23669,15.166,25.76722
1237651735774888004,220.9849,1.60419,12.429,1600,11.714,1371.742,11.64,1189.061
1237651735774757030,220.6234,1.500418,15.283,44.44444,14.665,23.1139,14.298,45.65376
1237651735767089201,203.1282,1.847711,13.347,168.6625,12.731,120.7584,12.262,251.9526
1237654654180130861,137.8907,51.2544,16.137,48.90215,14.476,0,14.438,0
1237651735235330138,214.834,1.165261,16.483,33.41241,14.857,0,15.214,0
1237651735226417233,194.505,1.575843,11.95,260.1457,11.083,108.5069,10.277,369.8225
1237654879114035273,186.6503,3.964694,14.013,129.1322,13.306,85.73388,12.787,198.3733
1237654398079795398,171.9087,63.3131,15.973,66.09822,14.935,0,14.415,0
1237654604787941646,157.9833,4.00332,15.066,297.2652,14.543,156.25,14.083,141.7234
1237654604791087164,165.174,4.124889,14.412,198.3733,13.777,182.615,13.493,251.9526
1237653612113166459,147.3763,55.5797,16.662,27.41153,15.295,0,15.877,17.65412
1237653612115591299,156.2912,58.14999,14.734,204.0816,13.956,115.6203,14.241,59.1716
1237651273505964118,155.7335,65.20084,16.475,39.0625,15.767,28.59676,15.003,0
1237651273505898538,155.1806,65.17211,13.559,70.61648,13.056,37.18025,12.479,108.5069
1237654605314523150,134.3995,3.090235,12.726,88.99964,11.97,57.3921,11.606,98.0296
1237652934566543592,309.4582,-6.090794,13.302,123.4568,12.52,84.16801,12.207,148.721
1237654398080123007,173.3364,63.28022,15.874,67.18624,15.268,36.28974,14.039,0
1237654398616404059,170.23,63.40454,16.067,48.22532,15.329,33.80205,14.491,0
1237654398618501148,180.9347,64.25803,15.723,115.6203,14.877,75.61436,14.663,46.91312
1237654398619877495,188.2316,64.30776,16.566,35.01278,15.836,25.5076,14.572,0
1237654605336871057,185.5457,4.951917,14.718,0,14.021,0,14.906,25.25189
1237651250952667148,141.9739,57.37547,14.051,192.9013,12.813,0,12.557,0
1237654786779840539,187.376,7.992867,13.674,108.5069,13.018,62.00012,12.641,156.25
1237653614257045601,134.6555,51.87849,13.466,251.9526,12.915,145.159,12.368,400
1237653614793916538,134.2417,52.06596,12.582,236.6864,11.941,148.721,11.825,187.6525
1237651191891558568,123.3215,46.37237,15.452,0,15.687,42.71861,15.511,27.12674
1237651191357112369,129.0486,50.41899,13.689,0,13.765,68.30135,12.744,0
1237654786779840584,187.3958,8.058006,14.035,210.0399,13.421,115.6203,13.007,268.745
1237654786779840587,187.4044,7.932753,15.456,54.06574,14.523,31.91931,14.515,36.73094
1237650762933338181,193.5078,-1.508353,14.306,138.4083,13.721,113.1734,13.453,123.4568
1237654786779906160,187.5211,8.073321,15.57,62.98816,15.012,51.02041,14.748,43.28255
1237654874824114184,188.1985,63.93922,12.133,244.1406,11.347,187.6525,10.982,355.9986
1237653665259782151,152.0431,2.463413,13.78,187.6525,13.129,104.1233,12.836,216.263
1237648722840846413,178.9039,1.237204,15.909,24.02922,14.299,0,14.061,0
1237654381445972012,154.8876,58.20575,12.267,1189.061,11.546,816.3265,11.469,692.5208
1237654608533127198,193.9667,63.61092,15.452,79.71938,14.483,37.63785,13.167,0
1237654383586115636,130.2609,49.42521,15.345,79.71938,14.858,52.50998,14.682,67.18624
1237654400237043800,220.5687,60.87288,16.429,47.56243,14.898,0,14.439,0
1237654610141446147,181.986,65.11396,12.38,1189.061,11.622,1040.583,11.449,976.5624
1237654400766509251,183.8161,65.98531,14.07,204.0816,13.362,75.61436,13.018,236.6864
1237654400766640142,184.417,65.97875,15.533,110.8033,14.356,0,14.229,0
1237654400766705801,184.67,65.86699,15.845,104.1233,15.341,44.44444,14.926,78.31467
1237651737906315311,184.2881,3.683066,15.618,60.09255,13.72,0,13.64,0
1237651737906315308,184.2829,3.682264,15.914,76.94675,14.458,0,15.009,41.62331
1237651736296816650,186.7435,2.494403,14.762,25.25189,14.34,12.66448,13.869,21.83597
1237651736296226914,185.4908,2.345078,14.938,84.16801,14.289,61.03515,13.857,70.61648
1237651735224254507,189.5215,1.477751,12.827,138.4083,12.099,104.1233,11.658,244.1406
1237651495761412174,127.4114,52.07636,14.627,236.6864,13.945,192.9013,13.668,251.9526
1237654881799372825,188.8343,6.115093,13.132,182.615,12.494,96.11687,12.072,277.7778
1237654606410285099,184.8462,5.794825,13.122,918.2736,12.445,540.8328,12.195,730.4601
1237654606947155983,184.8427,6.098671,12.842,75.61436,12.062,43.85773,11.769,110.8033
1237654389493006581,122.052,39.6604,15.122,118.1474,14.609,75.61436,14.103,126.2467
1237651271890763861,138.8102,58.20004,13.828,369.8225,13.177,198.3733,12.943,307.787
1237654605857685581,148.8182,4.267786,16.517,26.5703,14.336,0,14.129,0
1237654606410416271,185.146,5.807591,16.6,30.8642,15.638,38.10395,14.583,0
1237654606410547205,185.4041,5.765759,14.034,118.1474,13.471,110.8033,13.153,98.0296
1237654381445316654,152.3971,57.56679,15.677,0,16.036,35.01278,15.516,28.29335
1237654880197607537,209.1109,4.396662,15.154,52.50998,13.446,0,13.36,0
1237655126083109060,184.8342,5.466778,16.266,46.91312,14.909,0,14.676,0
1237655126083174431,184.9263,5.538305,12.978,0,12.158,0,12.172,260.1457
1237655126083240130,185.1012,5.572816,13.005,384.4675,12.492,187.6525,11.745,452.6936
1237655126085075097,189.2793,5.421653,15.569,54.06574,15.002,30.5241,13.968,0
1237654601019686930,134.3354,2.921314,12.237,104.1233,11.51,54.06574,10.841,236.6864
1237654601019818003,134.627,2.925482,13.493,192.9013,12.768,126.2467,12.407,287.2738
1237651754563534962,217.3316,2.710557,16.563,24.5074,15.002,0,14.959,0
1237651754553245775,193.8147,2.896643,12.843,85.73388,12.109,108.5069,11.589,156.25
1237651754551607353,190.0957,3.117747,14.275,35.01278,13.577,27.99474,13.053,66.09822
1237651754549837840,185.976,3.084847,14.654,0,15.375,18.10774,13.911,0
1237655124476493869,193.954,4.304147,12.743,0,12.048,0,12.662,82.64463
1237654879652479054,190.2097,4.525829,15.398,0,15.884,14.67976,14.373,0
1237654879664406557,217.5077,3.772868,15.65,26.03082,15.25,15.25879,13.796,0
1237654879666962441,223.2718,3.33174,13.532,99.99999,12.831,64,12.399,152.4158
1237654879666962717,223.2619,3.296015,14.572,41.62331,13.949,18.41994,13.556,47.56243
1237654880189218829,189.8303,4.943909,15.546,64,15.028,48.90215,14.543,78.31467
1237651737929121942,236.5055,2.714257,16.516,25.25189,14.822,0,14.94,0
1237655467523768622,225.263,0.7076225,15.416,51.75716,14.738,34.19855,14.496,39.0625
1237655468060180762,224.1427,1.179208,16.295,41.62331,15.754,30.18959,14.781,0
1237651737389367573,229.8055,2.544966,15.633,42.71861,15.093,24.26654,14.404,45.65376
1237654601557737549,137.1012,3.367577,14.538,138.4083,13.81,129.1322,13.22,198.3733
1237654391640031459,119.5692,39.83358,16.536,27.41153,15.171,0,14.794,0
1237655468060967119,226.0291,1.219937,11.391,692.5208,10.678,540.8328,10.343,657.4622
1237651735777247541,226.4073,1.303158,16.771,25.76722,16.077,21.43347,15.111,0
1237654880724516894,186.2734,5.329102,14.402,113.1734,13.755,65.03642,13.357,135.2082
1237654880725893149,189.4516,5.368524,14.387,49.59333,13.765,26.84636,13.425,54.06574
1237655108913070115,176.8454,60.30044,13.717,90.70295,13.035,62.98816,12.541,229.5684
1237655108913135663,177.2082,60.1954,13.491,204.0816,12.601,318.8775,12.21,540.8328
1237655124474593475,189.6184,4.319117,12.58,123.4568,11.738,82.64463,11.167,318.8775
1237655108913594494,179.2348,60.32941,16.294,36.28974,14.462,0,14.329,0
1237654948911644830,233.8096,57.51482,16.257,37.63785,14.715,0,14.134,0
1237651271887028448,128.5168,52.00208,15.665,60.09255,15.201,35.01278,14.141,0
1237651252561510458,134.9517,55.70623,15.113,94.25959,14.723,37.18025,14.49,50.29928
1237655109449547879,174.798,60.51255,16.862,38.10395,15.808,0,15.32,0
1237654953207136642,254.8704,39.22644,15.705,0,15.766,28.90508,15.096,0
1237655106762375180,163.6487,56.99069,15.088,66.09822,14.67,24.75186,14.446,36.28974
1237651249893736496,211.3527,61.56705,15.812,0,15.853,31.91931,15.076,0
1237655463773536366,207.2345,59.83573,15.931,50.29928,15.386,27.70083,14,0
1237655125020836042,211.066,4.112179,15.276,30.8642,14.573,23.33777,14.42,23.79536
1237651249885347884,169.6515,63.28067,14.056,287.2738,13.393,251.9526,13.141,318.8775
1237655109449547913,174.871,60.54608,14.32,0,14.298,47.56243,13.717,99.99999
1237655463773863971,208.8169,59.50663,13.013,355.9986,12.358,229.5684,11.998,452.6936
1237655106765389889,176.4948,58.53519,15.21,123.4568,14.485,74.31629,14.253,102.0304
1237655463773929570,208.9154,59.46115,16.131,44.44444,15.61,34.19855,14.737,0
1237651212286230593,256.566,60.7052,14.502,369.8225,13.892,177.7778,13.886,173.1302
1237654398620663929,192.2754,64.13214,15.526,76.94675,14.776,81.16225,14.414,82.64463
1237655463774191765,210.1905,59.32828,12.317,307.787,11.275,318.8775,10.461,1890.359
1237651191362748507,145.7569,58.97359,15.133,204.0816,14.586,88.99964,14.24,126.2467
1237655464304705557,180.5509,62.13722,11.752,0,11.231,222.7667,10.67,0
1237655464305098821,182.4456,62.26853,15.929,67.18624,15.146,49.59333,14.107,0
1237655464311390391,211.8512,59.50262,16.469,45.65376,15.316,0,14.705,0
1237655109454528551,197.9637,60.24735,16.692,16.65973,14.693,0,14.816,0
1237655464315650103,227.3816,54.50647,12.337,187.6525,11.634,145.159,11.221,384.4675
1237655464852258936,226.9514,55.18573,14.887,76.94675,14.352,55.69168,13.971,90.70295
1237655465376022651,168.5944,62.07212,15.788,81.16225,14.342,0,14.044,0
1237655465376940190,173.1171,62.50731,12.798,865.0519,11.971,692.5208,11.761,816.3265
1237655465377398946,175.1732,62.77108,16.258,40.5696,15.696,39.5554,14.455,0
1237654606946959512,184.4365,6.08269,15.918,0,15.932,27.12674,14.643,0
1237655125546565757,185.5054,5.100028,14.535,52.50998,13.802,31.56167,13.46,82.64463
1237654381439287322,133.7251,49.1604,14.424,138.4083,13.679,108.5069,13.312,148.721
1237654606947090614,184.7523,6.094612,15.15,48.90215,14.396,26.84636,14.118,46.91312
1237655125547155483,186.8624,5.187918,16.515,27.12674,16.063,20.29056,15.452,20.29056
1237654608534765744,202.384,62.82417,16.298,46.27701,14.639,0,14.501,0
1237654399153668176,171.929,64.16708,16.459,47.56243,15.73,0,15.263,0
1237655126082977857,184.4975,5.59859,13.601,330.5785,12.829,251.9526,12.574,434.0278
1237655124473085963,186.0605,4.225931,14.916,96.11687,14.373,44.44444,14.239,52.50998
1237655108906582202,150.217,55.61884,13.887,92.45562,13.423,96.11687,12.998,148.721
1237655126082977941,184.4219,5.620772,15.871,42.71861,15.154,32.65306,14.944,33.80205
1237655108908023826,155.4483,56.93039,15.395,75.61436,14.097,0,13.984,0
1237655126083043481,184.6287,5.559473,15.877,29.53686,13.924,0,15.042,20.66116
1237655468060967358,225.9597,1.126951,15.395,81.16225,14.697,79.71938,14.437,38.10395
1237655107306192908,193.5939,58.8949,15.603,50.29928,15.224,24.02922,14.875,35.85643
1237655107306192943,193.7074,58.88232,15.315,74.31629,14.597,45.65376,14.517,48.22532
1237654875357708432,171.3293,63.72924,15.538,99.99999,14.723,74.31629,13.81,0
1237654399688507438,161.6535,63.22421,13.747,0,14.093,28.59676,12.802,0
1237655469134119056,224.703,2.023505,13.299,236.6864,12.723,177.7778,12.318,236.6864
1237655465926328398,228.754,55.43202,14.018,216.263,13.416,222.7667,13.215,244.1406
1237655107830546675,143.4388,51.91951,16.209,27.41153,15.339,27.70083,14.377,0
1237655126093398043,208.3607,5.207784,14.472,61.03515,13.854,43.85773,13.27,104.1233
1237655126093725710,209.0499,5.014864,14.17,49.59333,13.534,31.21001,13.202,59.1716
1237651821098434623,215.2332,3.237986,12.988,75.61436,12.354,61.03515,11.852,108.5069
