dr12objid,RA,DEC,j,jIvar,h,hIvar,k,kIvar
1237655126619979842,184.8232,5.875866,15.651,88.99964,15.166,41.09138,14.539,74.31629
1237655126620045322,184.8422,5.910415,14.219,0,14.512,52.50998,13.472,0
1237655126620045406,184.899,5.846754,12.616,493.8271,11.985,330.5785,11.781,452.6936
1237655126620045511,184.9388,6.005893,14.034,132.1179,13.523,98.0296,13.311,82.64463
1237655126621225164,187.675,5.87878,16.602,38.10395,14.986,0,15.01,0
1237655126622142526,189.8018,6.01228,14.032,57.3921,13.319,55.69168,12.962,81.16225
1237655469134905727,226.4607,1.908549,16.657,17.21733,15.941,25.5076,14.475,0
1237655126630072488,207.9288,5.446501,15.339,0,15.911,15.3787,15.541,17.36111
1237655469134970995,226.646,2.005106,13.382,94.25959,12.603,145.159,12.35,156.25
1237655129299878036,242.798,48.33444,15.573,82.64463,14.988,52.50998,14.498,84.16801
1237655129834717269,238.3549,52.07124,16.048,81.16225,14.891,0,15.267,22.46131
1237655129835241595,239.7624,51.30468,13.212,297.2652,12.051,0,11.69,0
1237655129837666479,245.1976,47.06499,16.195,46.91312,14.762,0,14.47,0
1237655130911080809,245.511,48.02729,16.679,37.18025,15.343,0,15.755,0
1237655349427437818,236.2981,51.10154,16.318,48.90215,15.113,0,15.172,0
1237655349969092836,247.7816,43.34856,16.224,30.8642,14.708,0,14.302,0
1237655469135102202,226.9051,2.019644,16.341,25.5076,14.536,0,14.398,0
1237651735757258765,180.676,1.976799,12.396,123.4568,11.483,87.34387,10.82,384.4675
1237655125009629193,185.3186,4.595706,12.866,307.787,12.196,244.1406,11.857,260.1457
1237654604253233254,162.9918,3.792063,12.791,168.6625,12.05,164.3655,11.56,251.9526
1237655369293234205,208.893,59.74281,13.883,173.1302,13.303,106.2812,13.051,177.7778
1237655124473741445,187.6116,4.246564,14.168,81.16225,13.601,42.16563,13.139,108.5069
1237655125009629285,185.392,4.779516,14.192,164.3655,13.751,94.25959,13.53,92.45562
1237655369821388946,167.735,61.34705,14.869,104.1233,14.103,62.98816,13.654,120.7584
1237655369822503043,173.1836,61.82692,16.109,43.85773,14.526,0,14.432,0
1237654880734347358,208.9115,4.98505,16.004,25.5076,15.429,15.50003,13.727,0
1237655369822568495,173.4188,61.88803,13.582,657.4622,12.866,400,12.629,472.5898
1237654880738476143,218.3514,4.450463,13.928,0,14.552,34.60207,13.072,0
1237654599959445670,165.3176,3.627934,15.422,17.07534,13.179,0,12.882,0
1237655468597444940,225.1142,1.623386,15.788,25.25189,15.074,14.90735,13.66,0
1237655369829253253,205.567,60.77692,14.412,0,13.795,0,14.791,19.40655
1237655369830957131,212.6496,59.35799,15.046,0,15.356,37.63785,14.147,0
1237654948374904938,233.4915,56.84734,15.365,152.4158,14.831,106.2812,14.622,85.73388
1237655370895654959,169.8578,62.48393,14.189,566.8934,13.392,540.8328,13.348,416.4931
1237655469135233240,227.1965,1.90019,16.12,33.80205,15.415,23.79536,14.723,0
1237655370902274096,202.7482,62.02425,16.172,54.86968,14.605,0,14.339,0
1237655469135298635,227.3123,1.921617,16.497,20.85027,15.648,23.79536,14.892,0
1237655370902470738,203.6732,61.99339,14.547,0,14.516,56.53231,13.603,0
1237655371429707919,156.9885,60.63412,16.413,28.59676,14.755,0,14.585,0
1237655371436261422,188.6423,63.52505,15.008,62.00012,14.39,57.3921,13.948,70.61648
1237655371436589180,190.2387,63.5196,16.374,32.28306,14.4,0,14.285,0
1237655371439079453,202.5149,62.51156,13.443,342.9355,12.445,400,12.658,229.5684
1237655371440324707,208.3472,61.67224,15.675,60.09255,14.169,0,13.985,0
1237655448732762298,170.7865,62.81267,14.34,594.884,13.576,452.6936,13.196,540.8328
1237655448734597265,179.9617,63.42631,16.336,46.27701,15.802,23.1139,15.085,26.84636
1237655448734924906,181.6295,63.35252,15.483,0,15.427,47.56243,14.624,0
1237654949985910939,236.1434,57.21218,16.54,40.05768,15.284,0,14.837,0
1237655463230439540,178.243,61.21609,15.728,36.73094,15.251,26.84636,14.784,44.44444
1237654605873414182,184.8425,5.376401,12.626,918.2736,11.869,0,11.597,0
1237654605873479684,184.9467,5.283775,12.335,222.7667,11.914,115.6203,11.326,268.745
1237654605873479808,185.0155,5.341355,13.782,236.6864,13.478,51.75716,13.008,145.159
1237655107299704844,165.3483,57.67767,15.026,106.2812,14.402,78.31467,14.106,106.2812
1237655107301867597,174.5356,58.75829,12.378,692.5208,11.629,493.8271,11.327,1111.111
1237654605873676293,185.4228,5.384812,12.851,182.615,12.245,148.721,11.801,204.0816
1237655107302654036,178.1483,59.08326,16.019,70.61648,15.445,75.61436,14.447,0
1237655125546303497,184.8657,5.04749,13.9,493.8271,13.394,229.5684,13.044,330.5785
1237655107827597335,135.2438,47.79538,13.256,0,12.564,0,12.732,400
1237655464320893208,241.2959,46.39189,16.413,54.86968,15.832,27.70083,14.599,0
1237655469672825019,228.8942,2.248284,13.926,102.0304,13.265,69.44444,12.733,152.4158
1237655469675774197,235.6429,2.014365,13.488,126.2467,12.719,85.73388,12.287,229.5684
1237655125546303690,184.9548,5.18502,15.966,45.65376,15.561,30.5241,14.318,0
1237655107832578193,150.0788,54.53857,14.818,61.03515,14.146,44.44444,13.694,115.6203
1237655107837624465,169.5152,58.74706,16.266,29.53686,15.648,25.76722,15.484,23.1139
1237655107839328340,176.8987,59.46722,15.98,62.00012,15.209,68.30135,15.004,45.04301
1237655107839328403,177.097,59.4301,14.858,192.9013,13.524,0,13.277,0
1237655470207860804,224.692,2.969033,15.901,41.62331,15.269,39.5554,13.932,0
1237655470209695902,228.7893,2.751797,16.855,23.79536,15.034,0,15.028,0
1237655107839393797,177.2668,59.43269,12.559,918.2736,11.982,384.4675,11.707,657.4622
1237655468598165525,226.6427,1.559097,13.465,369.8225,12.692,434.0278,12.373,452.6936
1237655468598165676,226.782,1.544548,12.254,102.0304,11.528,56.53231,11.034,156.25
1237654381978386583,139.4163,52.99293,12.95,106.2812,12.146,108.5069,11.884,145.159
1237655465916039188,184.0535,63.44326,15.981,44.44444,14.444,0,14.31,0
1237654382515388427,139.1897,53.44293,14.648,135.2082,13.472,0,13.377,0
1237654382515388428,139.1902,53.44135,15.876,54.06574,13.989,0,14.014,0
1237648720673767456,134.078,-0.4415003,14.134,160.2307,13.487,145.159,13.074,192.9013
1237655470212907257,236.2515,2.468014,15.916,20.66116,15.097,15.6228,13.645,0
1237655465917349940,190.9278,63.36117,16.218,87.34387,15.127,0,15.596,26.29849
1237655465923182605,217.5955,59.46978,14.418,268.745,13.843,118.1474,13.652,123.4568
1237654875359215752,179.0295,64.35073,16.554,27.70083,15.048,0,14.897,0
1237654383593521234,153.7464,59.81753,16.889,27.41153,16,0,15.322,0
1237655470213103633,236.5693,2.413354,13.941,67.18624,13.113,74.31629,12.688,76.94675
1237655370366779513,208.539,60.67805,12.607,416.4931,12.049,204.0816,11.877,330.5785
1237655448733614107,174.7519,63.14285,15.512,92.45562,14.88,71.81844,14.511,85.73388
1237654399164219401,222.8248,58.97831,13.482,3460.208,11.248,0,10.811,0
1237655464312963103,218.0234,57.92144,12.705,129.1322,12.107,92.45562,11.563,216.263
1237655498663592111,201.7172,-2.576862,16.739,37.18025,16.207,25.25189,14.762,0
1237655468598755583,228.034,1.585713,16.142,61.03515,15.491,53.27935,15.173,25.76722
1237655500274860158,203.2213,-1.258652,15.099,51.02041,14.489,45.04301,13.922,68.30135
1237655504033087563,254.3421,38.67461,16.949,26.29849,15.914,29.86055,15.67,20.29056
1237655507253264573,311.5663,-0.2221735,13.965,90.70295,13.368,123.4568,12.932,152.4158
1237655126620241950,185.3438,5.947694,16.398,34.60207,14.699,0,14.318,0
1237655692481986636,233.2734,-1.628273,14.883,38.10395,14.384,17.80341,13.932,51.75716
1237655126620569736,186.1472,6.032903,15.515,0,15.951,14.45734,15.371,0
1237655126620831784,186.7875,5.880079,15.981,19.06905,14.042,0,14.064,0
1237655693015056396,224.5326,-1.312532,15.174,0,15.71,16.25911,14.45,0
1237655693548322982,216.2874,-1.113478,15.071,88.99964,14.578,39.5554,14.282,71.81844
1237655742412554516,234.7711,3.638294,16.707,51.02041,15.463,0,15.067,0
1237655742948311343,232.1877,4.405733,16.575,26.5703,15.417,0,15.011,0
1237655743487082693,236.6068,4.42743,15.76,0,15.78,33.41241,14.6,0
1237655348350746672,226.9659,54.75277,14.603,0,13.847,0,14.778,31.21001
1237655368755904618,206.6725,59.82294,16.027,62.00012,15.333,48.22532,15.17,46.91312
1237655468065489050,236.3099,0.772221,16.735,14.90735,15.065,0,14.961,0
1237655369286811692,178.9115,61.77774,15.914,104.1233,15.421,48.22532,14.527,0
1237655108912873525,176.0204,60.11979,13.188,118.1474,12.564,79.71938,12.081,400
1237651538174738576,181.325,66.95975,16.306,46.27701,15.545,33.41241,14.443,0
1237651538170544242,158.3451,64.50163,15.829,36.73094,15.084,37.18025,13.829,0
1237654881261715541,186.9808,5.721099,15.52,37.18025,14.901,16.65973,14.798,27.41153
1237654881271152801,208.7436,5.333728,15.094,24.5074,14.348,17.36111,12.612,0
1237655370356686967,160.5557,60.56003,16.506,42.16563,15.774,0,15.131,0
1237654604792791188,169.1099,4.336596,16.368,20.10899,14.645,0,14.523,0
1237651272417017983,115.1637,39.23331,12.096,1890.359,11.389,2066.116,11.09,2267.574
1237654605316227365,138.3057,3.230369,16.22,29.86055,15.691,15.25879,14.108,0
1237655107290792153,135.881,47.50821,16.202,64,15.389,76.94675,14.832,104.1233
1237655107829235882,139.7174,50.18787,16.289,46.27701,15.575,31.21001,14.839,0
1237655123929202737,170.1092,3.585567,13.272,65.03642,12.28,79.71938,11.749,115.6203
1237655108375674883,174.4948,59.61696,12.619,355.9986,11.901,244.1406,11.366,816.3265
1237655108375806154,175.1697,59.81397,15.521,164.3655,14.912,118.1474,14.764,70.61648
1237655108376199204,176.9388,59.88667,15.587,69.44444,14.946,40.05768,14.644,62.98816
1237655108376199345,177.0291,59.87665,16.594,27.70083,14.912,0,14.794,0
1237655465916039302,184.2325,63.40991,15.63,74.31629,13.941,0,14.631,56.53231
1237655108376395948,177.9302,59.836,14.896,307.787,14.082,229.5684,13.879,307.787
1237655465921544377,210.8345,60.99016,15.459,82.64463,13.844,0,13.62,0
1237655493835948037,212.2421,-2.973758,15.785,28.90508,15.356,13.8196,13.9,0
1237655108912480385,174.0513,59.97653,14.952,54.06574,14.187,54.86968,13.82,94.25959
1237654875359543308,180.6545,64.37646,13.2,865.0519,12.565,330.5785,12.149,625
1237657628457566279,192.6345,51.5818,16.641,33.80205,15.06,0,15.002,0
1237658300605792514,153.9255,7.327758,15.588,29.86055,14.678,24.26654,14.075,56.53231
1237657222025576517,171.2624,57.26869,16.322,61.03515,16.001,29.53686,15.342,40.5696
1237657401883230236,140.2951,45.88783,15.245,104.1233,14.466,129.1322,14.328,87.34387
1237658205572956174,144.6507,43.17678,15.956,69.44444,15.24,48.22532,15.172,37.63785
1237657593541165159,128.303,39.51384,16.2,52.50998,15.669,41.09138,15.286,37.18025
1237657611263213605,167.8806,55.6787,16.632,40.5696,15.584,26.29849,14.629,82.64463
1237657613411418219,170.1305,57.78143,15.026,41.09138,14.568,28.59676,14.242,38.57876
1237657612877430834,182.6368,58.30414,12.892,108.5069,11.905,132.1179,11.56,168.6625
1237655498136027223,223.0331,-2.529747,13.92,108.5069,13.349,75.61436,13.026,106.2812
1237655498677879268,234.4295,-1.752657,14.194,82.64463,13.579,58.27167,12.955,113.1734
1237657613412335797,174.1103,58.19138,16.084,37.18025,14.179,0,14.002,0
1237655498677944553,234.4705,-1.735265,13.109,198.3733,12.359,160.2307,11.883,369.8225
1237657613413449748,178.7446,58.49364,13.519,251.9526,13.323,70.61648,13.003,71.81844
1237657627916894285,178.8341,51.1264,15.437,113.1734,14.797,104.1233,14.792,74.31629
1237657628451143718,169.2513,50.58482,15.76,51.02041,14.284,0,15.266,25.25189
1237657628978315286,139.3802,41.99364,13.966,0,13.306,0,13.872,182.615
1237657628987555963,167.402,50.92672,16.756,21.23638,15.108,0,14.756,0
1237657629507060043,121.4493,30.23121,14.981,0,15.52,45.04301,14.169,0
1237657629518463140,148.0692,46.26634,16.428,46.91312,15.945,25.76722,14.959,0
1237657629523771412,164.9928,50.90297,13.393,318.8775,12.68,177.7778,12.126,384.4675
1237657629524230204,166.728,51.20336,16.146,48.22532,14.471,0,14.468,0
1237657629525016594,169.4437,51.47659,15.147,53.27935,14.394,55.69168,14.218,73.05136
1237656241166024881,345.8198,13.56343,16.626,34.19855,15.788,38.57876,14.662,0
1237656242778538016,350.1176,15.07248,14.027,472.5898,13.346,416.4931,13.103,452.6936
1237656494033207592,344.2981,12.96907,16.325,51.02041,16.082,20.29056,14.548,0
1237656494035042335,348.5224,13.17783,14.537,192.9013,13.956,126.2467,13.695,120.7584
1237657630066081909,184.9303,53.05938,16.427,37.63785,14.802,0,14.48,0
1237657630588665908,137.7851,42.65621,16.158,56.53231,15.27,0,14.932,0
1237656495644344517,345.3279,14.33961,16.092,40.05768,14.27,0,14.163,0
1237657612336496690,165.7959,56.22173,12.654,287.2738,11.948,192.9013,11.433,816.3265
1237656495644803265,346.4852,14.35767,15.616,75.61436,15.072,41.09138,14.77,40.5696
1237657630602493995,183.2328,53.46047,16.023,51.02041,15.341,39.5554,14.602,0
1237657633799012471,142.2307,49.23854,14.879,46.27701,13.901,65.03642,13.49,108.5069
1237651714798256166,248.6662,46.96035,15.785,129.1322,15.325,62.00012,14.797,61.03515
1237656528919265295,261.0338,58.99508,16.084,34.60207,14.443,0,14.298,0
1237657770177003658,164.6967,55.23467,16.605,18.90359,15.06,0,14.821,0
1237656529992614121,262.1171,60.09418,15.456,59.1716,14.633,46.27701,14.483,43.85773
1237657770713481236,162.8809,55.39095,13.518,493.8271,13.225,141.7234,12.774,192.9013
1237656530530337024,263.6354,58.23018,16.139,27.12674,15.336,26.5703,14.079,0
1237657772316098655,136.1673,47.40426,16.917,25,16.058,25.25189,15.032,0
1237657774459060501,115.4757,23.87168,15.422,0,15.608,33.41241,14.553,0
1237657775009366084,143.4616,44.25698,15.581,48.90215,15.172,24.75186,13.633,0
1237656537511166088,332.5859,-9.192046,16.617,22.04148,14.948,0,15.047,0
1237657776081666057,139.1048,42.99166,16.208,59.1716,14.751,0,14.812,0
1237656567038935144,313.8651,-1.225245,13.994,70.61648,13.259,41.09138,12.699,129.1322
1237656569185501234,311.7802,0.430182,13.067,297.2652,12.444,198.3733,12.186,173.1302
1237656895066931658,311.8513,0.3008233,12.712,145.159,11.871,204.0816,11.46,268.745
1237656906347446347,342.5265,-1.049237,16.852,15.50003,14.665,0,14.393,0
1237657856068616285,164.2446,50.14063,15.593,84.16801,14.935,62.98816,14.906,54.06574
1237656906350723254,349.9918,-0.9855592,16.247,49.59333,15.576,45.65376,14.824,0
1237657856071827493,175.6094,51.59795,16.075,33.80205,14.352,0,14.317,0
1237657856072351777,177.4769,51.7364,16.182,46.91312,15.615,35.85643,14.767,0
1237657856605290529,163.2854,50.2847,16.365,21.63332,14.721,0,14.657,0
1237657856607059971,169.3849,51.43161,16.416,31.56167,15.738,30.18959,15.619,24.75186
1237656971302010957,12.99843,-0.4867385,14.927,68.30135,14.496,28.29335,14.255,64
1237657857143603254,168.1121,51.6368,16.38,42.16563,15.811,26.03082,14.919,0
1237657070091567119,41.60488,-0.4986893,14.159,46.27701,13.322,30.18959,12.744,90.70295
1237657857144717340,172.1532,52.18038,14.826,307.787,14.183,164.3655,13.865,222.7667
1237657857146748985,179.7897,52.70761,15.26,0,14.793,0,15.276,29.86055
1237658302205853768,163.4562,57.11866,14.343,0,14.905,17.21733,14.664,34.19855
1237657857683488890,179.206,53.16036,15.765,17.80341,14.03,0,13.783,0
1237654953202352248,246.5347,48.3668,14.184,123.4568,13.188,216.263,13.073,210.0399
1237657071698313314,32.63816,0.7380999,15.728,71.81844,15.382,25.5076,15.186,29.86055
1237658302207033437,168.2272,57.98751,15.611,82.64463,15.105,39.5554,14.942,46.91312
1237657858220556376,179.9844,53.49578,16.531,38.57876,15.849,30.18959,14.548,0
1237657873255039087,140.4398,39.52482,14.468,0,13.721,0,14.219,88.99964
1237657222561529861,167.1683,57.2302,12.466,516.5289,12.128,160.2307,11.877,198.3733
1237657873255432331,141.5837,40.02443,16.242,62.98816,15.028,0,14.438,0
1237657873257398349,146.6452,42.19194,16.455,27.99474,14.965,0,14.933,0
1237657243506573401,138.0605,44.95484,13.279,452.6936,12.587,452.6936,12.422,493.8271
1237657400272420901,140.7629,44.55492,14.617,129.1322,13.984,64,13.831,87.34387
1237657402420363310,140.7236,46.53428,15.268,84.16801,14.657,42.71861,14.532,55.69168
1237657589780512816,162.271,52.33551,15.159,192.9013,14.764,87.34387,14.559,84.16801
1237657874328453165,139.1393,39.87279,15.521,118.1474,14.868,85.73388,14.629,74.31629
1237657875406258207,149.3983,45.22992,12.556,918.2736,12.182,277.7778,11.836,472.5898
1237657879148953915,115.0948,23.27499,13.481,516.5289,12.897,330.5785,12.65,434.0278
1237658191076982836,132.5492,35.07642,13.489,148.721,12.797,113.1734,12.404,177.7778
1237658203430912182,161.734,46.70978,16.176,45.04301,15.637,28.29335,15.164,37.63785
1237658203432550505,167.1644,47.53152,16.443,36.73094,14.527,0,14.515,0
1237658203437400078,183.6469,49.11328,16.649,47.56243,15.924,26.03082,15.259,42.16563
1237658303281430564,170.5746,59.07452,12.807,102.0304,12.182,88.99964,11.864,164.3655
1237658203441463388,197.6403,48.27982,15.535,123.4568,15.039,64,14.38,66.09822
1237657589783461929,173.0848,53.90457,15.769,25.25189,13.964,0,13.691,0
1237657589783789709,174.4351,54.04575,15.398,0,15.754,37.63785,14.681,0
1237658203441725500,198.527,48.15617,15.844,42.16563,14.256,0,14.025,0
1237658203958673471,136.3901,37.5632,15.793,160.2307,15.359,75.61436,15.035,79.71938
1237658203969880124,168.5454,48.31852,12.335,152.4158,11.644,129.1322,11.133,210.0399
1237658203969880126,168.5371,48.31765,15.06,25.25189,13.06,0,12.74,0
1237658203973025886,179.3224,49.28325,16.33,17.36111,15.523,15.74704,15.187,26.03082
1237658203984429102,217.3103,44.69899,13.736,187.6525,12.819,277.7778,12.62,318.8775
1237658204493578333,131.5797,35.31617,16.286,66.09822,14.837,0,14.953,0
1237658205041328180,160.5593,47.76678,15.251,138.4083,14.112,0,14.014,0
1237658205047357552,181.3446,50.35297,12.797,0,11.974,0,12.082,251.9526
1237658205047357576,181.34,50.35348,14.829,38.10395,12.927,0,12.597,0
1237654606937981034,163.8026,5.86256,14.308,0,13.709,0,14.421,28.59676
1237657590858776636,179.1172,55.12524,12.721,251.9526,12.253,145.159,11.978,160.2307
1237658205048799240,186.3683,50.32885,15.87,82.64463,15.42,47.56243,14.883,73.05136
1237658205048799246,186.4016,50.33696,14.657,67.18624,14.071,46.27701,13.675,129.1322
1237657590859104288,180.4589,55.14507,16.028,54.06574,15.36,40.05768,15.345,33.80205
1237658205578002470,159.862,47.94711,15.653,53.27935,15.203,30.8642,14.761,65.03642
1237658205578068013,159.9475,47.93356,15.246,0,14.627,0,15.35,25.25189
1237658205594648623,216.8683,46.14653,13.274,216.263,12.304,318.8775,12.36,287.2738
1237658303278481422,158.3686,57.05261,15.239,102.0304,14.761,50.29928,14.533,65.03642
1237657612876709924,179.5459,58.15648,16.053,71.81844,15.636,28.29335,14.567,0
1237657591931994192,176.8932,55.96725,12.91,222.7667,12.181,141.7234,11.6,318.8775
1237658297915015304,139.3122,4.13369,16.507,37.63785,16.171,18.10774,15.793,0
1237657594072334474,117.4203,29.94425,14.465,118.1474,12.887,0,13.153,182.615
1237657594612875451,123.4146,36.7096,16.43,54.86968,15.263,0,15.238,0
1237658297925304356,162.8097,5.840021,15.065,24.75186,14.272,26.84636,13.933,36.73094
1237658298454311154,144.843,4.952385,16.213,39.5554,15.434,29.86055,14.268,0
1237657607497318470,123.2413,36.25463,12.726,1111.111,11.968,730.4601,11.561,1111.111
1237657607497318756,123.2438,36.19839,15.604,0,15.026,0,15.257,35.43084
1237658298997932099,160.2712,6.414888,16.4,51.02041,15.845,25.76722,14.745,0
1237658300069445725,155.0417,6.952559,16.071,25.76722,15.436,17.80341,13.977,0
1237657612877103144,181.2461,58.10724,16.605,27.70083,15.176,0,14.98,0
1237657611263148149,167.8102,55.66809,16.494,21.83597,14.73,0,14.511,0
1237658300597993710,135.9465,5.806676,16.633,34.60207,16.282,15.50003,15.558,0
1237657612881297496,199.2815,57.53949,12.52,976.5624,11.874,657.4622,11.816,452.6936
1237658303281692734,171.6846,59.15545,13.268,236.6864,12.58,164.3655,11.877,355.9986
1237657613411549240,170.5278,57.9126,16.531,18.10774,14.788,0,15.687,16.93509
1237657613411680371,171.3303,57.86923,16.375,29.21841,15.805,15.6228,14.742,0
1237658310795591687,193.6815,58.77642,14.359,123.4568,12.999,0,13.101,182.615
1237657634335555681,141.0122,49.20414,13.507,88.99964,12.918,57.3921,12.445,94.25959
1237657634335621159,141.0667,49.2492,13.217,104.1233,12.58,59.1716,12.054,110.8033
1237657857147535411,182.7528,52.83248,16.81,32.28306,15.498,0,15.234,0
1237657590312140893,145.1315,47.51018,16.49,35.85643,15.422,0,14.945,0
1237658303813451977,150.8821,55.52252,16.695,26.84636,16.127,26.84636,14.768,0
1237658310792839189,181.5602,58.97121,16.681,24.75186,14.962,0,15.094,0
1237658311328792723,177.5723,59.27958,15.99,120.7584,15.521,58.27167,15.124,64
1237657629511581719,130.6074,37.22104,12.127,1111.111,11.492,1189.061,11.18,1275.51
1237657611802312785,176.7566,57.09251,16.011,21.43347,15.439,16.65973,14.08,0
1237658423015768201,157.3145,6.128129,15.687,26.5703,13.748,0,13.472,0
1237658423554801705,162.2815,6.917356,15.101,33.02946,14.18,31.21001,13.987,35.43084
1237658424079745145,134.9544,5.060853,14.248,110.8033,13.381,108.5069,12.949,168.6625
1237658424098684996,178.4334,7.792419,15.539,60.09255,15.358,50.29928,14.984,35.01278
1237657612338069564,171.9168,57.2425,15.182,0,15.275,33.41241,14.375,0
1237657222562316328,170.4231,57.59171,16.041,45.04301,15.31,30.18959,15.115,34.60207
1237657243509194798,145.1126,48.33765,14.842,56.53231,14.554,25.76722,14.294,37.63785
1237657873792172061,140.8222,40.20005,15.012,40.05768,14.277,33.02946,14.024,55.69168
1237654606944272494,178.2755,6.153842,15.143,0,15.785,29.53686,15.186,24.26654
1237658205059022980,220.3215,44.47885,13.265,198.3733,12.737,104.1233,12.528,168.6625
1237657591393288251,169.5352,54.84132,15.944,36.73094,15.362,28.29335,15.08,43.85773
1237658205059088417,220.3834,44.51276,15.031,51.75716,14.379,30.8642,14.046,65.03642
1237657591394861283,175.8798,55.47895,16.582,34.60207,14.933,0,14.547,0
1237657591395713124,179.1563,55.63325,14.807,0,15.194,19.57867,13.997,0
1237658205582000162,173.2348,50.24185,13.416,330.5785,12.79,216.263,12.507,452.6936
1237658302744231965,169.273,58.51676,15.805,62.98816,15.503,28.59676,15.041,35.85643
1237658297913245875,135.3692,3.720592,13.009,160.2307,12.292,135.2082,11.776,318.8775
1237658300069249037,154.5822,7.049329,14.238,39.0625,13.737,21.042,13.237,48.22532
1237658300069249039,154.5637,7.038847,15.528,41.62331,15.221,18.10774,14.671,38.10395
1237658492819013748,186.4913,10.05375,15.515,36.73094,14.789,22.89325,14.449,39.0625
1237658310791659687,176.4699,58.80316,16.957,35.01278,16.149,30.5241,15.022,0
1237658310791725092,176.7635,58.74224,15.591,52.50998,14.903,46.27701,14.552,68.30135
1237658310791725111,176.8282,58.88584,16.396,29.86055,15.745,35.85643,15.597,20.85027
1237658611985416295,184.8009,49.35465,15.097,69.44444,13.441,0,13.069,0
1237658612513112067,154.1176,45.32156,14.607,236.6864,14.077,204.0816,13.875,152.4158
1237658424086822917,151.0363,6.510481,15.502,59.1716,15.169,24.02922,13.677,0
1237659150459732136,224.4848,53.78498,16.118,43.28255,14.838,0,14.507,0
1237659326552014877,205.8757,59.16787,16.784,34.19855,16.041,27.12674,14.936,0
1237658492818948135,186.3423,10.0168,13.529,87.34387,12.99,42.16563,12.501,135.2082
1237658493888430103,176.4398,10.82457,12.105,177.7778,11.731,44.44444,11.075,187.6525
1237658607147483189,187.4529,64.03303,13.291,355.9986,12.409,0,12.159,0
1237658304352419881,158.5423,58.06363,16.69,44.44444,16.168,17.36111,15.763,20.4746
1237658611446382605,177.235,48.67467,15.172,73.05136,13.808,0,13.695,0
1237657628990439427,177.8061,52.00086,13.331,318.8775,12.912,164.3655,12.401,452.6936
1237658311865466976,176.4724,59.57479,14.994,94.25959,14.334,62.00012,14.123,81.16225
1237658311865663568,177.2689,59.58258,15.545,0,15.625,44.44444,14.558,0
1237658311865663656,177.4869,59.6035,15.373,129.1322,14.714,92.45562,14.544,108.5069
1237658612514619419,158.7702,46.56145,14.185,82.64463,13.58,56.53231,13.463,84.16801
1237658311865729093,177.5995,59.61937,16.143,71.81844,14.753,0,14.439,0
1237658312402600088,177.629,60.1287,14.515,98.0296,13.646,106.2812,13.276,182.615
1237658612517371981,167.6512,48.46449,16.435,55.69168,15.751,31.91931,15.075,0
1237658313478242321,186.2726,61.15314,15.446,60.09255,15.341,18.74028,14.035,0
1237658613051883561,159.9021,47.39797,14.221,71.81844,13.464,61.03515,13.214,120.7584
1237658423564304556,184.1408,7.46209,12.381,120.7584,11.73,73.05136,11.112,277.7778
1237658424075682204,125.5566,4.197696,14.964,141.7234,14.484,64,14.034,115.6203
1237658493336879239,142.5431,7.902761,13.799,79.71938,13.004,57.3921,12.417,156.25
1237657771786960904,161.3434,55.96037,14.029,36.73094,13.516,29.53686,13.134,48.90215
1237658800966074379,192.0389,54.02334,15.467,54.86968,13.8,0,13.626,0
1237657776082780171,141.9785,44.50608,14.794,104.1233,14.075,82.64463,13.629,168.6625
1237658425173344263,180.438,8.683142,16.341,35.85643,15.627,25.25189,14.44,0
1237658803112902659,189.6553,55.92572,15.207,0,14.622,0,14.98,52.50998
1237658918533857331,200.6353,54.81821,14.423,210.0399,13.58,236.6864,13.74,145.159
1237659118248329252,211.5899,50.72509,13.685,229.5684,12.901,168.6625,12.428,355.9986
1237659118250688589,219.2565,48.54486,14.311,0,13.682,0,14.076,68.30135
1237658493338517520,146.2455,8.369894,15.868,87.34387,15.471,39.0625,15.196,48.22532
1237659119860777044,218.4086,50.2008,16.341,33.80205,16.14,21.43347,15.547,31.91931
1237659119861891125,221.8376,48.90128,14.151,452.6936,13.431,369.8225,13.275,416.4931
1237659120934715540,219.6973,50.71703,15.874,81.16225,14.891,0,15.256,25
1237659131133689926,212.0858,50.87791,15.766,108.5069,15.111,73.05136,15.072,47.56243
1237659131671478415,215.4048,50.39031,14.521,104.1233,13.518,132.1179,13.082,198.3733
1237659131672133701,217.4432,49.62122,15.43,0,15.745,33.02946,15.404,36.28974
1237659145633005722,215.6313,56.25182,15.788,90.70295,14.246,0,14.141,0
1237659149922598942,223.4101,53.79977,16.397,60.09255,15.751,25,15.347,19.40655
1237659149923778582,227.0283,52.32436,13.773,400,13.096,277.7778,12.639,452.6936
1237659149923778745,227.1396,52.29614,14.391,0,14.766,41.09138,13.697,0
1237659150460715080,227.7541,52.55802,15.684,113.1734,15.378,34.60207,14.34,0
1237659161734611021,232.9705,45.43071,15.822,85.73388,15.394,66.09822,14.57,0
1237657612338135073,172.299,57.13234,14.34,123.4568,13.747,82.64463,13.609,115.6203
1237659324408856767,220.955,53.40069,14.724,88.99964,14.279,39.5554,13.989,70.61648
1237659324409708627,223.679,52.42915,16.564,45.65376,15.718,0,15.533,0
1237659324410626097,226.465,51.25127,15.538,81.16225,14.879,57.3921,14.575,47.56243
1237659326021042210,226.9858,52.52248,12.775,1189.061,11.957,918.2736,11.72,976.5624
