galexid,sdss_id,survey,nuvExposureTime,fuvExposureTime,ra,dec,nuv_mag,nuv_magErr,fuv_mag,fuv_magErr,e_bv
2505903685640389280,1237661085883629822,NGS,12075.8,1604.15,126.941823759411,24.8505642657826,18.3089733123779,0.00531167583540082,18.7171936035156,0.033009946346283,0.0412812829017639
2505868501266211606,1237661069263372370,NGS,20715.85,0,185.386124571348,14.6064267585078,15.7088985443115,0.000913916330318898,-999,-999,0.0352560020983219
2499781604695612979,1237661950793416719,NGS,4738.5,1594.05,189.574668049191,13.1103526194346,17.064754486084,0.00582741945981979,18.380973815918,0.0301753263920546,0.037082277238369
2499781604695607169,1237661950256218200,NGS,4738.5,1594.05,188.863600269819,12.7501798717481,18.3004875183105,0.0110596511512995,20.0456275939941,0.0576726719737053,0.0456007421016693
2499781604694572248,1237661813886943385,NGS,4738.5,1594.05,188.465163476033,13.3219789971199,-999,-999,22.4278583526611,0.382760643959045,0.0275775510817766
2499394576602639458,1237661812812677152,NGS,4685.95,1576.1,187.241899344942,12.6621468892672,20.3270473480225,0.0424431338906288,22.009147644043,0.152919560670853,0.0211394131183624
2499394576602636234,1237658629695537161,NGS,4685.95,1576.1,187.4955706396,12.348989410762,16.7111568450928,0.00485455198213458,18.6685066223145,0.0220989491790533,0.0266896728426218
2499394576601599388,1237661950255956194,NGS,4685.95,1576.1,188.30806172526,12.8583154407562,-999,-999,21.6060352325439,0.174314752221107,0.0306721068918705
2499394576600546286,1237661813349613644,NGS,4685.95,1576.1,187.312420560869,12.977145436024,19.9322528839111,0.0703729540109634,-999,-999,0.0189943909645081
2492709545905754431,1237655469134970995,NGS,1120,1120,226.645961744579,2.00506225260505,19.0674724578857,0.0381294041872025,21.1195621490479,0.159891471266747,0.0512302555143833
2492709545905750409,1237655468598165525,NGS,1120,1120,226.642647202798,1.55867843241639,21.2834434509277,0.112006232142448,22.4202289581299,0.26317310333252,0.0566912889480591
2492709545903657195,1237655469135102202,NGS,1120,1120,226.905848696429,2.02000846350926,19.7926273345947,0.0689008831977844,-999,-999,0.0562266074120998
